"Project_na","site_type","ID","VegType","Area","Year"
"Browns","Reference",4,"unclassified",688901.114500523,2014
"Browns","Reference",4,"water",6040.85288715363,2014
"Browns","Reference",4,"SAV",5396.74538469315,2014
"Browns","Reference",4,"Emergent",257324.07396841,2014
"Browns","Reference",4,"Hyacinth",68.7881798744202,2014
"Browns","Reference",4,"Primrose",400.222137451172,2014
"Browns","Reference",4,"NPV",224968.615543842,2014
"Browns","Reference",4,"Riparian",193032.139669418,2014
"Browns","Reference",4,"Shadow",58613.7827239037,2014
"Winter","Restored",5,"unclassified",432946.550658703,2014
"Winter","Restored",5,"soil",30141.7297267914,2014
"Winter","Restored",5,"water",26839.8970928192,2014
"Winter","Restored",5,"SAV",56237.4637827873,2014
"Winter","Restored",5,"Emergent",616629.751336098,2014
"Winter","Restored",5,"Hyacinth",2701.49942779541,2014
"Winter","Restored",5,"Primrose",5734.43281316757,2014
"Winter","Restored",5,"NPV",262808.367945671,2014
"Winter","Restored",5,"Riparian",246292.951304913,2014
"Winter","Restored",5,"Shadow",110492.577291012,2014
"Browns","Reference",4,"unclassified",919441.572614193,2015
"Browns","Reference",4,"soil",81.2951216697693,2015
"Browns","Reference",4,"water",27052.5151033401,2015
"Browns","Reference",4,"SAV",8492.21347904205,2015
"Browns","Reference",4,"Emergent",171826.619855404,2015
"Browns","Reference",4,"Hyacinth",12.5069417953491,2015
"Browns","Reference",4,"Primrose",56.281238079071,2015
"Browns","Reference",4,"NPV",292749.986603737,2015
"Browns","Reference",4,"Riparian",13845.1845674515,2015
"Browns","Reference",4,"Shadow",1188.15947055817,2015
"Winter","Restored",5,"unclassified",382012.030197144,2015
"Winter","Restored",5,"soil",31561.2676205635,2015
"Winter","Restored",5,"water",56162.4221320152,2015
"Winter","Restored",5,"SAV",127589.566725254,2015
"Winter","Restored",5,"Emergent",798142.997612,2015
"Winter","Restored",5,"Hyacinth",75.0416507720947,2015
"Winter","Restored",5,"Spongeplant",56.281238079071,2015
"Winter","Restored",5,"Primrose",8367.14406108856,2015
"Winter","Restored",5,"NPV",371381.129671097,2015
"Winter","Restored",5,"Riparian",8104.49828338623,2015
"Winter","Restored",5,"Shadow",7372.84218835831,2015
"Browns","Reference",4,"unclassified",738259.760295868,2016
"Browns","Reference",4,"soil",68.7881798744202,2016
"Browns","Reference",4,"water",13101.0215306282,2016
"Browns","Reference",4,"SAV",3902.16584014893,2016
"Browns","Reference",4,"Emergent",465439.58544302,2016
"Browns","Reference",4,"Hyacinth",2851.5827293396,2016
"Browns","Reference",4,"Primrose",5096.57878160477,2016
"Browns","Reference",4,"NPV",27365.1886482239,2016
"Browns","Reference",4,"Riparian",148607.482412338,2016
"Browns","Reference",4,"Shadow",31999.0105834007,2016
"Winter","Restored",5,"unclassified",220072.147830963,2016
"Winter","Restored",5,"soil",34750.5377783775,2016
"Winter","Restored",5,"water",58438.6855387688,2016
"Winter","Restored",5,"SAV",124400.29656744,2016
"Winter","Restored",5,"Emergent",754237.378439426,2016
"Winter","Restored",5,"Hyacinth",11475.1190972328,2016
"Winter","Restored",5,"Primrose",72483.9811749458,2016
"Winter","Restored",5,"NPV",246774.468564034,2016
"Winter","Restored",5,"Riparian",230496.683817387,2016
"Winter","Restored",5,"Shadow",37439.5302643776,2016
"Browns","Reference",4,"unclassified",855562.367394447,2017
"Browns","Reference",4,"soil",137.57635974884,2017
"Browns","Reference",4,"water",6566.14444255829,2017
"Browns","Reference",4,"SAV",4371.17615747452,2017
"Browns","Reference",4,"Emergent",451719.470293522,2017
"Browns","Reference",4,"Hyacinth",7197.74500322342,2017
"Browns","Reference",4,"Primrose",25389.0918445587,2017
"Browns","Reference",4,"NPV",312.673544883728,2017
"Browns","Reference",4,"Riparian",61359.0564479828,2017
"Browns","Reference",4,"Shadow",22112.2730941772,2017
"Winter","Restored",5,"unclassified",393762.302013874,2017
"Winter","Restored",5,"soil",12075.4523034096,2017
"Winter","Restored",5,"water",12275.5633721352,2017
"Winter","Restored",5,"SAV",78143.3723373413,2017
"Winter","Restored",5,"Emergent",644751.60996294,2017
"Winter","Restored",5,"Hyacinth",5127.84613609314,2017
"Winter","Restored",5,"Primrose",301911.32146883,2017
"Winter","Restored",5,"NPV",30416.8824462891,2017
"Winter","Restored",5,"Riparian",230015.166558266,2017
"Winter","Restored",5,"Shadow",82308.1839551926,2017
"Browns","Reference",4,"unclassified",448698.662354231,2018
"Browns","Reference",4,"water",7552.96354389191,2018
"Browns","Reference",4,"SAV",81260.8658156395,2018
"Browns","Reference",4,"Emergent",2033843.63226914,2018
"Browns","Reference",4,"Hyacinth",12772.3736498356,2018
"Browns","Reference",4,"Primrose",7110.54263186455,2018
"Browns","Reference",4,"NPV",11901.9900255203,2018
"Browns","Reference",4,"Riparian",83406.4626569748,2018
"Browns","Reference",4,"Shadow",105478.350379229,2018
"Winter","Restored",5,"unclassified",1688.71772956848,2018
"Winter","Restored",5,"soil",6627.63876056671,2018
"Winter","Restored",5,"water",9178.06519460678,2018
"Winter","Restored",5,"SAV",111252.955355167,2018
"Winter","Restored",5,"Emergent",1174769.21179008,2018
"Winter","Restored",5,"Hyacinth",14596.998456955,2018
"Winter","Restored",5,"Primrose",89447.0985081196,2018
"Winter","Restored",5,"NPV",63994.8836867809,2018
"Winter","Restored",5,"Riparian",215224.761321545,2018
"Winter","Restored",5,"Shadow",103971.805966377,2018
"Browns","Reference",4,"soil",60.7244389057159,2019
"Browns","Reference",4,"water",110087.624456167,2019
"Browns","Reference",4,"SAV",84253.7131617069,2019
"Browns","Reference",4,"Emergent",2001610.52177,2019
"Browns","Reference",4,"Hyacinth",35992.2424314022,2019
"Browns","Reference",4,"Primrose",50172.8447358608,2019
"Browns","Reference",4,"NPV",21265.1201767921,2019
"Browns","Reference",4,"Riparian",486665.894870043,2019
"Browns","Reference",4,"Shadow",1867.99940633774,2019
"Winter","Restored",5,"soil",7651.27930212021,2019
"Winter","Restored",5,"water",40167.7705161572,2019
"Winter","Restored",5,"SAV",85158.7964653969,2019
"Winter","Restored",5,"Emergent",1031445.07777286,2019
"Winter","Restored",5,"Hyacinth",7414.16482639313,2019
"Winter","Restored",5,"Primrose",389321.727664232,2019
"Winter","Restored",5,"NPV",22138.3954410553,2019
"Winter","Restored",5,"Riparian",201859.601482391,2019
"Winter","Restored",5,"Shadow",5543.2737801075,2019
"Browns","Reference",4,"unclassified",4246.4081993103,2020
"Browns","Reference",4,"soil",2685.52299880981,2020
"Browns","Reference",4,"water",103134.489055634,2020
"Browns","Reference",4,"SAV",56832.2303771973,2020
"Browns","Reference",4,"Emergent",1272305.54281616,2020
"Browns","Reference",4,"Hyacinth",40458.9448509216,2020
"Browns","Reference",4,"Primrose",58441.1428146362,2020
"Browns","Reference",4,"NPV",13379.5877571106,2020
"Browns","Reference",4,"Riparian",1149667.99329376,2020
"Browns","Reference",4,"Shadow",8913.05472183228,2020
"Browns","Reference",4,"Marsh Invaded by Primrose",81902.448059082,2020
"Winter","Restored",5,"unclassified",2597.47306442261,2020
"Winter","Restored",5,"soil",8857.02294540405,2020
"Winter","Restored",5,"water",49071.8293418884,2020
"Winter","Restored",5,"SAV",47154.7421340942,2020
"Winter","Restored",5,"Emergent",935422.491580963,2020
"Winter","Restored",5,"Hyacinth",16785.5193099976,2020
"Winter","Restored",5,"Primrose",283000.493659973,2020
"Winter","Restored",5,"NPV",14168.0348968506,2020
"Winter","Restored",5,"Riparian",330183.251682281,2020
"Winter","Restored",5,"Shadow",13155.4606513977,2020
"Winter","Restored",5,"Marsh Invaded by Primrose",90343.2349510193,2020
"Browns","Reference",4,"unclassified",7816.43281173706,2021
"Browns","Reference",4,"soil",172.097599029541,2021
"Browns","Reference",4,"water",76987.6608123779,2021
"Browns","Reference",4,"SAV",50876.8529968262,2021
"Browns","Reference",4,"Emergent",180286.242927551,2021
"Browns","Reference",4,"Hyacinth",22348.6742553711,2021
"Browns","Reference",4,"Spongeplant",26599.0847244263,2021
"Browns","Reference",4,"Primrose",2053.16437911987,2021
"Browns","Reference",4,"NPV",827005.006462097,2021
"Browns","Reference",4,"Riparian",1490509.28930664,2021
"Browns","Reference",4,"Shadow",69767.566192627,2021
"Browns","Reference",4,"Marsh Invaded by Primrose",37473.2516212463,2021
"Winter","Restored",5,"unclassified",5659.20941925049,2021
"Winter","Restored",5,"soil",6395.62705230713,2021
"Winter","Restored",5,"water",37913.5012931824,2021
"Winter","Restored",5,"SAV",83067.1085548401,2021
"Winter","Restored",5,"Emergent",619295.211242676,2021
"Winter","Restored",5,"Hyacinth",444.251941680908,2021
"Winter","Restored",5,"Spongeplant",168.095329284668,2021
"Winter","Restored",5,"Primrose",38962.0959663391,2021
"Winter","Restored",5,"NPV",53618.4077720642,2021
"Winter","Restored",5,"Riparian",713188.459457397,2021
"Winter","Restored",5,"Shadow",77900.178314209,2021
"Winter","Restored",5,"Marsh Invaded by Primrose",154127.407875061,2021
"Browns","Reference",4,"unclassified",10281.8309745789,2022
"Browns","Reference",4,"soil",114897.159835815,2022
"Browns","Reference",4,"water",118327.105007172,2022
"Browns","Reference",4,"SAV",5731.2502746582,2022
"Browns","Reference",4,"Emergent",1794213.52435684,2022
"Browns","Reference",4,"Hyacinth",59585.7919616699,2022
"Browns","Reference",4,"Spongeplant",208.118026733398,2022
"Browns","Reference",4,"Primrose",2545.44355773926,2022
"Browns","Reference",4,"NPV",2001.13487243652,2022
"Browns","Reference",4,"Riparian",664744.986465454,2022
"Browns","Reference",4,"Shadow",19479.0468482971,2022
"Winter","Restored",5,"unclassified",10397.8967971802,2022
"Winter","Restored",5,"soil",11038.2599563599,2022
"Winter","Restored",5,"water",99232.2760543823,2022
"Winter","Restored",5,"SAV",19695.1694145203,2022
"Winter","Restored",5,"Emergent",1345735.18582535,2022
"Winter","Restored",5,"Hyacinth",172.097599029541,2022
"Winter","Restored",5,"Spongeplant",300.170230865479,2022
"Winter","Restored",5,"Primrose",8584.86860275269,2022
"Winter","Restored",5,"NPV",3870.19484329224,2022
"Winter","Restored",5,"Riparian",267971.970767975,2022
"Winter","Restored",5,"Shadow",23621.3960342407,2022
"Browns","Reference",4,"unclassified",7451.90613269806,2023
"Browns","Reference",4,"soil",374.61245059967,2023
"Browns","Reference",4,"water",96897.8327989578,2023
"Browns","Reference",4,"SAV",65263.2521629333,2023
"Browns","Reference",4,"Emergent",1426708.63647461,2023
"Browns","Reference",4,"Hyacinth",26113.3694410324,2023
"Browns","Reference",4,"Spongeplant",8345.2127456665,2023
"Browns","Reference",4,"Primrose",10892.5774097443,2023
"Browns","Reference",4,"NPV",1947.98474311829,2023
"Browns","Reference",4,"Riparian",988002.877211571,2023
"Browns","Reference",4,"Shadow",7382.74691104889,2023
"Browns","Reference",4,"Marsh Invaded by Primrose",36366.2240505219,2023
"Browns","Reference",4,"Alligatorweed",116175.965833664,2023
"Winter","Restored",5,"unclassified",5699.87251758575,2023
"Winter","Restored",5,"soil",5578.84387969971,2023
"Winter","Restored",5,"water",48117.52846241,2023
"Winter","Restored",5,"SAV",101030.096292496,2023
"Winter","Restored",5,"Emergent",1086635.45382023,2023
"Winter","Restored",5,"Hyacinth",5619.18675899506,2023
"Winter","Restored",5,"Spongeplant",847.200465202332,2023
"Winter","Restored",5,"Primrose",184113.374567032,2023
"Winter","Restored",5,"NPV",5619.18675899506,2023
"Winter","Restored",5,"Riparian",196124.026060104,2023
"Winter","Restored",5,"Shadow",10062.6667499542,2023
"Winter","Restored",5,"Marsh Invaded by Primrose",138335.733103752,2023
"Winter","Restored",5,"Alligatorweed",3031.47921562195,2023
"Browns","Reference",4,"unclassified",284.081128120422,2024
"Browns","Reference",4,"soil",493.760056018829,2024
"Browns","Reference",4,"water",61375.0513467789,2024
"Browns","Reference",4,"SAV",91237.3889813423,2024
"Browns","Reference",4,"Emergent",1907699.46903801,2024
"Browns","Reference",4,"Hyacinth",5681.62256240845,2024
"Browns","Reference",4,"Spongeplant",2265.88518857956,2024
"Browns","Reference",4,"Primrose",24573.0175824165,2024
"Browns","Reference",4,"NPV",1609.79305934906,2024
"Browns","Reference",4,"Riparian",454969.454357624,2024
"Browns","Reference",4,"Shadow",12925.6913294792,2024
"Browns","Reference",4,"Marsh Invaded by Primrose",62173.1840400696,2024
"Browns","Reference",4,"Alligatorweed",166748.858370304,2024
"Winter","Restored",5,"unclassified",27.0553455352783,2024
"Winter","Restored",5,"soil",9374.67722797394,2024
"Winter","Restored",5,"water",22712.9625768661,2024
"Winter","Restored",5,"SAV",118015.417224884,2024
"Winter","Restored",5,"Emergent",1053670.43187141,2024
"Winter","Restored",5,"Hyacinth",615.509110927582,2024
"Winter","Restored",5,"Spongeplant",331.427982807159,2024
"Winter","Restored",5,"Primrose",239514.210187435,2024
"Winter","Restored",5,"NPV",3043.72637271881,2024
"Winter","Restored",5,"Riparian",149873.086592674,2024
"Winter","Restored",5,"Shadow",21718.6786284447,2024
"Winter","Restored",5,"Marsh Invaded by Primrose",150962.064250469,2024
"Winter","Restored",5,"Alligatorweed",20778.5053710938,2024
"Decker","Restored",3,"unclassified",387.69281578064,2014
"Decker","Restored",3,"soil",17858.8819656372,2014
"Decker","Restored",3,"water",1857.1736497879,2014
"Decker","Restored",3,"SAV",675.335872650146,2014
"Decker","Restored",3,"Emergent",123680.261343956,2014
"Decker","Restored",3,"Hyacinth",631.564103126526,2014
"Decker","Restored",3,"Primrose",762.879411697388,2014
"Decker","Restored",3,"NPV",117983.678195953,2014
"Decker","Restored",3,"Riparian",347328.99116993,2014
"Decker","Restored",3,"Shadow",5427.69942092896,2014
"Decker","Restored",3,"soil",73955.531165123,2015
"Decker","Restored",3,"water",1538.26504325867,2015
"Decker","Restored",3,"SAV",42377.3260087967,2015
"Decker","Restored",3,"Emergent",271397.477266312,2015
"Decker","Restored",3,"Hyacinth",168.833968162537,2015
"Decker","Restored",3,"Spongeplant",25.0124397277832,2015
"Decker","Restored",3,"Primrose",787.891851425171,2015
"Decker","Restored",3,"NPV",208647.519099236,2015
"Decker","Restored",3,"Riparian",16464.4384508133,2015
"Decker","Restored",3,"Shadow",1231.86265659332,2015
"Decker","Restored",3,"unclassified",368.933485984802,2016
"Decker","Restored",3,"soil",10830.3864021301,2016
"Decker","Restored",3,"water",1338.1655254364,2016
"Decker","Restored",3,"SAV",9460.955327034,2016
"Decker","Restored",3,"Emergent",189394.193618774,2016
"Decker","Restored",3,"Hyacinth",2438.71287345886,2016
"Decker","Restored",3,"Primrose",6071.76974391937,2016
"Decker","Restored",3,"NPV",159448.050154686,2016
"Decker","Restored",3,"Riparian",230076.926836014,2016
"Decker","Restored",3,"Shadow",7034.74867343903,2016
"Decker","Restored",3,"unclassified",3295.38893413544,2017
"Decker","Restored",3,"soil",3658.06931018829,2017
"Decker","Restored",3,"water",1563.27748298645,2017
"Decker","Restored",3,"SAV",4483.47982120514,2017
"Decker","Restored",3,"Emergent",404494.922167778,2017
"Decker","Restored",3,"Hyacinth",925.460269927979,2017
"Decker","Restored",3,"Primrose",5534.00228977203,2017
"Decker","Restored",3,"NPV",89188.106959343,2017
"Decker","Restored",3,"Riparian",95722.6068382263,2017
"Decker","Restored",3,"Shadow",7728.84387588501,2017
"Decker","Restored",3,"unclassified",161.920528411865,2018
"Decker","Restored",3,"soil",9535.96254825592,2018
"Decker","Restored",3,"water",508.893089294434,2018
"Decker","Restored",3,"SAV",7454.12718296051,2018
"Decker","Restored",3,"Emergent",369092.061638832,2018
"Decker","Restored",3,"Hyacinth",2573.37982654572,2018
"Decker","Restored",3,"Primrose",3452.37698078156,2018
"Decker","Restored",3,"NPV",103877.801852226,2018
"Decker","Restored",3,"Riparian",112349.715213776,2018
"Decker","Restored",3,"Shadow",7480.1501250267,2018
"Decker","Restored",3,"soil",31.8058180809021,2019
"Decker","Restored",3,"water",413.475635051727,2019
"Decker","Restored",3,"SAV",7647.85352945328,2019
"Decker","Restored",3,"Emergent",417387.750675678,2019
"Decker","Restored",3,"Hyacinth",2417.24217414856,2019
"Decker","Restored",3,"Primrose",2029.78948116302,2019
"Decker","Restored",3,"NPV",71493.6961698532,2019
"Decker","Restored",3,"Riparian",114772.740263939,2019
"Decker","Restored",3,"Shadow",312.275304794312,2019
"Decker","Restored",3,"unclassified",180.089564323425,2020
"Decker","Restored",3,"soil",11357.6485233307,2020
"Decker","Restored",3,"water",2449.21807479858,2020
"Decker","Restored",3,"SAV",4706.34061431885,2020
"Decker","Restored",3,"Emergent",345695.925684929,2020
"Decker","Restored",3,"Hyacinth",8412.18364906311,2020
"Decker","Restored",3,"Primrose",1940.96530437469,2020
"Decker","Restored",3,"NPV",88183.8566637039,2020
"Decker","Restored",3,"Riparian",144751.989812851,2020
"Decker","Restored",3,"Shadow",128.063690185547,2020
"Decker","Restored",3,"Marsh Invaded by Primrose",8728.34088420868,2020
"Decker","Restored",3,"unclassified",280.139322280884,2021
"Decker","Restored",3,"soil",10525.2345371246,2021
"Decker","Restored",3,"SAV",6183.07504177094,2021
"Decker","Restored",3,"Emergent",168483.79240036,2021
"Decker","Restored",3,"Hyacinth",32.0159225463867,2021
"Decker","Restored",3,"Spongeplant",1388.69064044952,2021
"Decker","Restored",3,"Primrose",1000.49757957458,2021
"Decker","Restored",3,"NPV",109574.494915009,2021
"Decker","Restored",3,"Riparian",315020.669895172,2021
"Decker","Restored",3,"Shadow",832.413986206055,2021
"Decker","Restored",3,"Marsh Invaded by Primrose",3201.59225463867,2021
"Decker","Restored",3,"unclassified",408.203012466431,2022
"Decker","Restored",3,"soil",43105.4377183914,2022
"Decker","Restored",3,"water",704.350296020508,2022
"Decker","Restored",3,"SAV",1004.49956989288,2022
"Decker","Restored",3,"Emergent",446530.073744774,2022
"Decker","Restored",3,"Spongeplant",28.0139322280884,2022
"Decker","Restored",3,"Primrose",1180.58714389801,2022
"Decker","Restored",3,"NPV",54707.2076511383,2022
"Decker","Restored",3,"Riparian",66693.1686544418,2022
"Decker","Restored",3,"Shadow",2117.05287837982,2022
"Decker","Restored",3,"unclassified",391.874889373779,2023
"Decker","Restored",3,"soil",13404.4263629913,2023
"Decker","Restored",3,"water",1060.36734771729,2023
"Decker","Restored",3,"SAV",4471.98403167725,2023
"Decker","Restored",3,"Emergent",387253.070825577,2023
"Decker","Restored",3,"Hyacinth",149.834516525269,2023
"Decker","Restored",3,"Spongeplant",950.872893333435,2023
"Decker","Restored",3,"Primrose",8511.75311183929,2023
"Decker","Restored",3,"NPV",56136.0779027939,2023
"Decker","Restored",3,"Riparian",138331.835948944,2023
"Decker","Restored",3,"Shadow",1970.9001789093,2023
"Decker","Restored",3,"Marsh Invaded by Primrose",3855.35736751556,2023
"Decker","Restored",3,"Alligatorweed",28.8143301010132,2023
"Decker","Restored",3,"unclassified",74.3969969749451,2024
"Decker","Restored",3,"soil",17503.5843791962,2024
"Decker","Restored",3,"water",886.000600337982,2024
"Decker","Restored",3,"SAV",7940.18858623505,2024
"Decker","Restored",3,"Emergent",414039.578255653,2024
"Decker","Restored",3,"Hyacinth",2292.78017950058,2024
"Decker","Restored",3,"Spongeplant",716.916516304016,2024
"Decker","Restored",3,"Primrose",10861.961558342,2024
"Decker","Restored",3,"NPV",36704.7729620934,2024
"Decker","Restored",3,"Riparian",116228.399364948,2024
"Decker","Restored",3,"Shadow",1257.98558521271,2024
"Decker","Restored",3,"Marsh Invaded by Primrose",6864.81381177902,2024
"Decker","Restored",3,"Alligatorweed",1102.42822790146,2024
"Dutch Sl.","Planned",12,"unclassified",494901.128462791,2014
"Dutch Sl.","Planned",12,"soil",232124.424365044,2014
"Dutch Sl.","Planned",12,"water",1213.08491802216,2014
"Dutch Sl.","Planned",12,"SAV",4689.76128101349,2014
"Dutch Sl.","Planned",12,"Emergent",389625.367226601,2014
"Dutch Sl.","Planned",12,"Hyacinth",3157.77259588242,2014
"Dutch Sl.","Planned",12,"Primrose",26575.3139257431,2014
"Dutch Sl.","Planned",12,"NPV",280591.543950558,2014
"Dutch Sl.","Planned",12,"Riparian",3297933.92803431,2014
"Dutch Sl.","Planned",12,"Shadow",28901.4355211258,2014
"Dutch Sl.","Restored",13,"unclassified",9016.8476896286,2014
"Dutch Sl.","Restored",13,"soil",123722.155608177,2014
"Dutch Sl.","Restored",13,"water",287.638691902161,2014
"Dutch Sl.","Restored",13,"Emergent",232205.713560581,2014
"Dutch Sl.","Restored",13,"Hyacinth",181.337436199188,2014
"Dutch Sl.","Restored",13,"Primrose",293.891706943512,2014
"Dutch Sl.","Restored",13,"NPV",191392.284385681,2014
"Dutch Sl.","Restored",13,"Riparian",1200216.21306705,2014
"Dutch Sl.","Restored",13,"Shadow",750.361804962158,2014
"Dutch Sl.","Restored",14,"unclassified",45221.8047790527,2014
"Dutch Sl.","Restored",14,"soil",27106.820204258,2014
"Dutch Sl.","Restored",14,"water",75.0361804962158,2014
"Dutch Sl.","Restored",14,"SAV",2988.94118976593,2014
"Dutch Sl.","Restored",14,"Emergent",34729.2455396652,2014
"Dutch Sl.","Restored",14,"Hyacinth",881.675120830536,2014
"Dutch Sl.","Restored",14,"Primrose",1206.8319029808,2014
"Dutch Sl.","Restored",14,"NPV",5333.82183027267,2014
"Dutch Sl.","Restored",14,"Riparian",895681.874523163,2014
"Dutch Sl.","Restored",14,"Shadow",6315.54519176483,2014
"Dutch Sl.","Planned",15,"unclassified",1363.15727901459,2014
"Dutch Sl.","Planned",15,"soil",35961.0895028114,2014
"Dutch Sl.","Planned",15,"water",187.59045124054,2014
"Dutch Sl.","Planned",15,"SAV",137.566330909729,2014
"Dutch Sl.","Planned",15,"Emergent",74898.6141653061,2014
"Dutch Sl.","Planned",15,"Hyacinth",525.253263473511,2014
"Dutch Sl.","Planned",15,"Primrose",22423.3119382858,2014
"Dutch Sl.","Planned",15,"NPV",41832.6706266403,2014
"Dutch Sl.","Planned",15,"Riparian",1070866.34392166,2014
"Dutch Sl.","Planned",15,"Shadow",11911.9936537743,2014
"Dutch Sl.","Planned",12,"unclassified",397941.877231598,2015
"Dutch Sl.","Planned",12,"soil",866223.920663357,2015
"Dutch Sl.","Planned",12,"water",1632.03692579269,2015
"Dutch Sl.","Planned",12,"SAV",12137.1021952629,2015
"Dutch Sl.","Planned",12,"Emergent",2036757.07132912,2015
"Dutch Sl.","Planned",12,"Hyacinth",2988.94118976593,2015
"Dutch Sl.","Planned",12,"Spongeplant",1069.26557207108,2015
"Dutch Sl.","Planned",12,"Primrose",3720.54394960403,2015
"Dutch Sl.","Planned",12,"NPV",1325282.76690912,2015
"Dutch Sl.","Planned",12,"Riparian",100029.481616497,2015
"Dutch Sl.","Planned",12,"Shadow",11930.7526988983,2015
"Dutch Sl.","Restored",13,"unclassified",22598.3963594437,2015
"Dutch Sl.","Restored",13,"soil",629022.048084736,2015
"Dutch Sl.","Restored",13,"water",731.602759838104,2015
"Dutch Sl.","Restored",13,"SAV",181.337436199188,2015
"Dutch Sl.","Restored",13,"Emergent",333060.593162537,2015
"Dutch Sl.","Restored",13,"Hyacinth",12.5060300827026,2015
"Dutch Sl.","Restored",13,"Spongeplant",381.43391752243,2015
"Dutch Sl.","Restored",13,"Primrose",137.566330909729,2015
"Dutch Sl.","Restored",13,"NPV",740407.005016327,2015
"Dutch Sl.","Restored",13,"Riparian",29426.6887845993,2015
"Dutch Sl.","Restored",13,"Shadow",2107.26606893539,2015
"Dutch Sl.","Restored",14,"unclassified",40038.0553097725,2015
"Dutch Sl.","Restored",14,"soil",70621.5518770218,2015
"Dutch Sl.","Restored",14,"water",375.180902481079,2015
"Dutch Sl.","Restored",14,"SAV",8228.96779441833,2015
"Dutch Sl.","Restored",14,"Emergent",724874.51565361,2015
"Dutch Sl.","Restored",14,"Hyacinth",12.5060300827026,2015
"Dutch Sl.","Restored",14,"Spongeplant",6.25301504135132,2015
"Dutch Sl.","Restored",14,"Primrose",81.2891955375671,2015
"Dutch Sl.","Restored",14,"NPV",160633.703397274,2015
"Dutch Sl.","Restored",14,"Riparian",13975.4886174202,2015
"Dutch Sl.","Restored",14,"Shadow",694.084669589996,2015
"Dutch Sl.","Planned",15,"soil",65900.5255208015,2015
"Dutch Sl.","Planned",15,"water",325.156782150269,2015
"Dutch Sl.","Planned",15,"SAV",1056.75954198837,2015
"Dutch Sl.","Planned",15,"Emergent",856362.915943146,2015
"Dutch Sl.","Planned",15,"Hyacinth",731.602759838104,2015
"Dutch Sl.","Planned",15,"Spongeplant",387.686932563782,2015
"Dutch Sl.","Planned",15,"Primrose",1194.3258728981,2015
"Dutch Sl.","Planned",15,"NPV",287282.270044804,2015
"Dutch Sl.","Planned",15,"Riparian",42720.5987625122,2015
"Dutch Sl.","Planned",15,"Shadow",4145.74897241592,2015
"Dutch Sl.","Planned",12,"unclassified",320573.322124958,2016
"Dutch Sl.","Planned",12,"soil",223238.889991283,2016
"Dutch Sl.","Planned",12,"water",93.7952256202698,2016
"Dutch Sl.","Planned",12,"SAV",2407.41079092026,2016
"Dutch Sl.","Planned",12,"Emergent",302846.024482727,2016
"Dutch Sl.","Planned",12,"Hyacinth",20678.7207417488,2016
"Dutch Sl.","Planned",12,"Primrose",15282.3687610626,2016
"Dutch Sl.","Planned",12,"NPV",1660075.44523811,2016
"Dutch Sl.","Planned",12,"Riparian",2187292.15543461,2016
