"Project_na","site_type","ID","VegType","Area","Year"
"LICB","Restored",1,"Hyacinth",375.188541412354,2015
"LICB","Restored",1,"Primrose",6309.42063808441,2015
"LICB","Restored",1,"NPV",312632.1052742,2015
"LICB","Restored",1,"Riparian",40270.2367782593,2015
"LICB","Restored",1,"Shadow",725.364513397217,2015
"Liberty","Reference",7,"soil",9273.410115242,2015
"Liberty","Reference",7,"water",9639969.32020187,2015
"Liberty","Reference",7,"SAV",2868860.42248249,2015
"Liberty","Reference",7,"Emergent",2791584.08923626,2015
"Liberty","Reference",7,"Hyacinth",51788.5249996185,2015
"Liberty","Reference",7,"Spongeplant",1550.77930450439,2015
"Liberty","Reference",7,"Primrose",493241.615967751,2015
"Liberty","Reference",7,"NPV",803778.918552399,2015
"Liberty","Reference",7,"Riparian",171611.23884201,2015
"Liberty","Reference",7,"Shadow",234011.346421242,2015
"Flyway Farms","Restored",10,"soil",20691.6480588913,2015
"Flyway Farms","Restored",10,"water",56597.1914720535,2015
"Flyway Farms","Restored",10,"SAV",13556.8126296997,2015
"Flyway Farms","Restored",10,"Emergent",1142743.00629139,2015
"Flyway Farms","Restored",10,"Hyacinth",275.138263702393,2015
"Flyway Farms","Restored",10,"Spongeplant",1544.52616214752,2015
"Flyway Farms","Restored",10,"Primrose",4789.90704536438,2015
"Flyway Farms","Restored",10,"NPV",156053.420658112,2015
"Flyway Farms","Restored",10,"Riparian",77395.1429510117,2015
"Flyway Farms","Restored",10,"Shadow",3064.03975486755,2015
"Lower Yolo Ranch","Restored",11,"soil",786426.448512077,2015
"Lower Yolo Ranch","Restored",11,"water",31584.6220445633,2015
"Lower Yolo Ranch","Restored",11,"SAV",60874.3408441544,2015
"Lower Yolo Ranch","Restored",11,"Emergent",7763976.58800125,2015
"Lower Yolo Ranch","Restored",11,"Hyacinth",1819.66442584991,2015
"Lower Yolo Ranch","Restored",11,"Spongeplant",150538.14909935,2015
"Lower Yolo Ranch","Restored",11,"Primrose",194716.599850655,2015
"Lower Yolo Ranch","Restored",11,"NPV",4182401.7591095,2015
"Lower Yolo Ranch","Restored",11,"Riparian",458299.056477547,2015
"Lower Yolo Ranch","Restored",11,"Shadow",9604.82666015625,2015
"LICB","Restored",1,"unclassified",275.138263702393,2016
"LICB","Restored",1,"soil",300.150833129883,2016
"LICB","Restored",1,"water",51507.1335935593,2016
"LICB","Restored",1,"SAV",544.023385047913,2016
"LICB","Restored",1,"Emergent",81478.4449100494,2016
"LICB","Restored",1,"Hyacinth",1500.75416564941,2016
"LICB","Restored",1,"Primrose",2682.59807109833,2016
"LICB","Restored",1,"NPV",278752.579984665,2016
"LICB","Restored",1,"Riparian",134911.546349525,2016
"LICB","Restored",1,"Shadow",46742.2391176224,2016
"Liberty","Reference",7,"unclassified",33379.2739009857,2016
"Liberty","Reference",7,"soil",5696.6126871109,2016
"Liberty","Reference",7,"water",7069214.95329857,2016
"Liberty","Reference",7,"SAV",5012875.34238338,2016
"Liberty","Reference",7,"Emergent",2029319.78279114,2016
"Liberty","Reference",7,"Hyacinth",104896.463036537,2016
"Liberty","Reference",7,"Primrose",570793.087477684,2016
"Liberty","Reference",7,"NPV",985220.097179413,2016
"Liberty","Reference",7,"Riparian",651852.571849823,2016
"Liberty","Reference",7,"Shadow",602496.519227028,2016
"Flyway Farms","Restored",10,"unclassified",122011.313667297,2016
"Flyway Farms","Restored",10,"soil",6265.6486415863,2016
"Flyway Farms","Restored",10,"water",37775.2329778671,2016
"Flyway Farms","Restored",10,"SAV",51763.512430191,2016
"Flyway Farms","Restored",10,"Emergent",164495.16283989,2016
"Flyway Farms","Restored",10,"Hyacinth",3764.39169883728,2016
"Flyway Farms","Restored",10,"Primrose",2413.71294975281,2016
"Flyway Farms","Restored",10,"NPV",57991.6422176361,2016
"Flyway Farms","Restored",10,"Riparian",361162.743105888,2016
"Flyway Farms","Restored",10,"Shadow",16577.0803880692,2016
"Lower Yolo Ranch","Restored",11,"unclassified",376139.019050598,2016
"Lower Yolo Ranch","Restored",11,"soil",583180.562486649,2016
"Lower Yolo Ranch","Restored",11,"water",5627.8281211853,2016
"Lower Yolo Ranch","Restored",11,"SAV",58373.0839014053,2016
"Lower Yolo Ranch","Restored",11,"Emergent",2134616.44693851,2016
"Lower Yolo Ranch","Restored",11,"Hyacinth",59173.486123085,2016
"Lower Yolo Ranch","Restored",11,"Primrose",177933.165764809,2016
"Lower Yolo Ranch","Restored",11,"NPV",2103976.04938984,2016
"Lower Yolo Ranch","Restored",11,"Riparian",6943958.25874805,2016
"Lower Yolo Ranch","Restored",11,"Shadow",82372.6442670822,2016
"LICB","Restored",1,"unclassified",4083.30195903778,2017
"LICB","Restored",1,"soil",6497.01490879059,2017
"LICB","Restored",1,"water",78226.8108844757,2017
"LICB","Restored",1,"SAV",625.314235687256,2017
"LICB","Restored",1,"Emergent",334411.800103188,2017
"LICB","Restored",1,"Hyacinth",356.429114341736,2017
"LICB","Restored",1,"Primrose",5515.2715587616,2017
"LICB","Restored",1,"NPV",88231.8386554718,2017
"LICB","Restored",1,"Riparian",51688.4747219086,2017
"LICB","Restored",1,"Shadow",29008.3273935318,2017
"Liberty","Reference",7,"unclassified",84042.2332763672,2017
"Liberty","Reference",7,"soil",12850.2075433731,2017
"Liberty","Reference",7,"water",4776481.54872417,2017
"Liberty","Reference",7,"SAV",7688770.04487514,2017
"Liberty","Reference",7,"Emergent",3333887.86013603,2017
"Liberty","Reference",7,"Hyacinth",34917.5469207764,2017
"Liberty","Reference",7,"Primrose",613083.089237213,2017
"Liberty","Reference",7,"NPV",142803.012003899,2017
"Liberty","Reference",7,"Riparian",196442.467141151,2017
"Liberty","Reference",7,"Shadow",182379.149980545,2017
"Lower Yolo Ranch","Restored",11,"unclassified",618704.664216042,2017
"Lower Yolo Ranch","Restored",11,"soil",308036.045641899,2017
"Lower Yolo Ranch","Restored",11,"water",61080.6945419312,2017
"Lower Yolo Ranch","Restored",11,"SAV",279340.375366211,2017
"Lower Yolo Ranch","Restored",11,"Emergent",765553.459324837,2017
"Lower Yolo Ranch","Restored",11,"Hyacinth",1894.70213413239,2017
"Lower Yolo Ranch","Restored",11,"Primrose",62800.3086900711,2017
"Lower Yolo Ranch","Restored",11,"NPV",685313.136601448,2017
"Lower Yolo Ranch","Restored",11,"Riparian",5091089.64698315,2017
"Lower Yolo Ranch","Restored",11,"Shadow",94072.2736167908,2017
"LICB","Restored",1,"unclassified",442.392313241959,2018
"LICB","Restored",1,"soil",190.835899829865,2018
"LICB","Restored",1,"water",7766.44283246994,2018
"LICB","Restored",1,"SAV",6823.82914543152,2018
"LICB","Restored",1,"Emergent",202557.850404263,2018
"LICB","Restored",1,"Hyacinth",23.1316242218018,2018
"LICB","Restored",1,"Primrose",3562.27013015747,2018
"LICB","Restored",1,"NPV",261899.140892267,2018
"LICB","Restored",1,"Riparian",36386.0449008942,2018
"LICB","Restored",1,"Shadow",79179.5497112274,2018
"Liberty","Reference",7,"unclassified",5959.28469014168,2018
"Liberty","Reference",7,"soil",1847.63848471642,2018
"Liberty","Reference",7,"water",8505790.26311231,2018
"Liberty","Reference",7,"SAV",4020681.09317303,2018
"Liberty","Reference",7,"Emergent",3157258.52165794,2018
"Liberty","Reference",7,"Hyacinth",45170.2791991234,2018
"Liberty","Reference",7,"Primrose",520886.588585615,2018
"Liberty","Reference",7,"NPV",342611.160708189,2018
"Liberty","Reference",7,"Riparian",358372.471162319,2018
"Liberty","Reference",7,"Shadow",106850.755186558,2018
"Flyway Farms","Restored",10,"unclassified",586.96496462822,2018
"Flyway Farms","Restored",10,"soil",100365.22604537,2018
"Flyway Farms","Restored",10,"water",7821.38043999672,2018
"Flyway Farms","Restored",10,"SAV",2845.18977928162,2018
"Flyway Farms","Restored",10,"Emergent",423357.877960443,2018
"Flyway Farms","Restored",10,"Primrose",789.366676568985,2018
"Flyway Farms","Restored",10,"NPV",769068.676314354,2018
"Flyway Farms","Restored",10,"Riparian",84366.8164429665,2018
"Flyway Farms","Restored",10,"Shadow",87564.7634916306,2018
"Lower Yolo Ranch","Restored",11,"unclassified",2845.18977928162,2018
"Lower Yolo Ranch","Restored",11,"soil",362186.297705889,2018
"Lower Yolo Ranch","Restored",11,"water",8084.50266551971,2018
"Lower Yolo Ranch","Restored",11,"SAV",24941.6738171577,2018
"Lower Yolo Ranch","Restored",11,"Emergent",8674512.33018613,2018
"Lower Yolo Ranch","Restored",11,"Hyacinth",266.01367855072,2018
"Lower Yolo Ranch","Restored",11,"Primrose",76840.3642117977,2018
"Lower Yolo Ranch","Restored",11,"NPV",1918953.28219223,2018
"Lower Yolo Ranch","Restored",11,"Riparian",2399645.78223944,2018
"Lower Yolo Ranch","Restored",11,"Shadow",172191.810707092,2018
"LICB","Restored",1,"soil",271.796584606171,2019
"LICB","Restored",1,"water",53558.3844325542,2019
"LICB","Restored",1,"SAV",38042.8474857807,2019
"LICB","Restored",1,"Emergent",80012.2881832123,2019
"LICB","Restored",1,"Hyacinth",297.819661855698,2019
"LICB","Restored",1,"Primrose",2689.05131578445,2019
"LICB","Restored",1,"NPV",208441.957315683,2019
"LICB","Restored",1,"Riparian",207088.757298708,2019
"LICB","Restored",1,"Shadow",8347.62489104271,2019
"Liberty","Reference",7,"unclassified",14243.2976145744,2019
"Liberty","Reference",7,"soil",2142.56669354439,2019
"Liberty","Reference",7,"water",8438997.69817185,2019
"Liberty","Reference",7,"SAV",4119172.65765643,2019
"Liberty","Reference",7,"Emergent",2502211.40403891,2019
"Liberty","Reference",7,"Hyacinth",19829.5848641396,2019
"Liberty","Reference",7,"Primrose",504518.072995663,2019
"Liberty","Reference",7,"NPV",177861.950094461,2019
"Liberty","Reference",7,"Riparian",1260528.94743681,2019
"Liberty","Reference",7,"Shadow",26190.781525135,2019
"Flyway Farms","Restored",10,"soil",23039.0977249146,2019
"Flyway Farms","Restored",10,"water",67477.8393080235,2019
"Flyway Farms","Restored",10,"SAV",25615.3823726177,2019
"Flyway Farms","Restored",10,"Emergent",733087.434837341,2019
"Flyway Farms","Restored",10,"Hyacinth",1859.20429682732,2019
"Flyway Farms","Restored",10,"Primrose",19592.4857158661,2019
"Flyway Farms","Restored",10,"NPV",190191.105804682,2019
"Flyway Farms","Restored",10,"Riparian",412211.326538563,2019
"Flyway Farms","Restored",10,"Shadow",3883.22141623497,2019
"Lower Yolo Ranch","Restored",11,"soil",307913.724375486,2019
"Lower Yolo Ranch","Restored",11,"water",37253.4808092117,2019
"Lower Yolo Ranch","Restored",11,"SAV",169566.371357918,2019
"Lower Yolo Ranch","Restored",11,"Emergent",8584203.57777119,2019
"Lower Yolo Ranch","Restored",11,"Hyacinth",24426.9951782227,2019
"Lower Yolo Ranch","Restored",11,"Primrose",8763.99412703514,2019
"Lower Yolo Ranch","Restored",11,"NPV",1804307.16964293,2019
"Lower Yolo Ranch","Restored",11,"Riparian",2690491.25939226,2019
"Lower Yolo Ranch","Restored",11,"Shadow",13367.1873471737,2019
"LICB","Restored",1,"unclassified",2165.08785486221,2020
"LICB","Restored",1,"soil",14763.4179234505,2020
"LICB","Restored",1,"water",84630.5228590965,2020
"LICB","Restored",1,"SAV",7055.5450797081,2020
"LICB","Restored",1,"Emergent",72120.2370285988,2020
"LICB","Restored",1,"Hyacinth",4918.47130060196,2020
"LICB","Restored",1,"Primrose",1188.59721422195,2020
"LICB","Restored",1,"NPV",231340.237593651,2020
"LICB","Restored",1,"Riparian",169225.027620792,2020
"LICB","Restored",1,"Shadow",2685.34926176071,2020
"LICB","Restored",1,"Marsh Invaded by Primrose",8492.26696491241,2020
"Liberty","Reference",7,"unclassified",13326.6960382462,2020
"Liberty","Reference",7,"soil",6099.06449317932,2020
"Liberty","Reference",7,"water",6338192.64383316,2020
"Liberty","Reference",7,"SAV",6059652.69060135,2020
"Liberty","Reference",7,"Emergent",2943675.05832911,2020
"Liberty","Reference",7,"Hyacinth",60510.4036331177,2020
"Liberty","Reference",7,"Primrose",129320.977711678,2020
"Liberty","Reference",7,"NPV",232780.961489677,2020
"Liberty","Reference",7,"Riparian",739387.507462502,2020
"Liberty","Reference",7,"Shadow",27753.9450526237,2020
"Liberty","Reference",7,"Marsh Invaded by Primrose",515106.816959381,2020
"Flyway Farms","Restored",10,"unclassified",2221.11600637436,2020
"Flyway Farms","Restored",10,"soil",5154.58993911743,2020
"Flyway Farms","Restored",10,"water",72540.4481649399,2020
"Flyway Farms","Restored",10,"SAV",5570.79906463623,2020
"Flyway Farms","Restored",10,"Emergent",163394.097852707,2020
"Flyway Farms","Restored",10,"Hyacinth",15747.9125857353,2020
"Flyway Farms","Restored",10,"Primrose",7659.84871387482,2020
"Flyway Farms","Restored",10,"NPV",554370.545136929,2020
"Flyway Farms","Restored",10,"Riparian",627463.270795345,2020
"Flyway Farms","Restored",10,"Shadow",2681.34725093842,2020
"Flyway Farms","Restored",10,"Marsh Invaded by Primrose",20366.2330746651,2020
"Lower Yolo Ranch","Restored",11,"unclassified",11425.7408976555,2020
"Lower Yolo Ranch","Restored",11,"soil",471052.681827545,2020
"Lower Yolo Ranch","Restored",11,"water",110415.478587151,2020
"Lower Yolo Ranch","Restored",11,"SAV",30075.1113295555,2020
"Lower Yolo Ranch","Restored",11,"Emergent",654028.618633747,2020
"Lower Yolo Ranch","Restored",11,"Hyacinth",51357.8048825264,2020
"Lower Yolo Ranch","Restored",11,"Primrose",13178.6216378212,2020
"Lower Yolo Ranch","Restored",11,"NPV",7890444.57745552,2020
"Lower Yolo Ranch","Restored",11,"Riparian",4353075.2156496,2020
"Lower Yolo Ranch","Restored",11,"Shadow",3389.70316648483,2020
"Lower Yolo Ranch","Restored",11,"Marsh Invaded by Primrose",51677.9657483101,2020
"LICB","Restored",1,"unclassified",2485.2487206459,2021
"LICB","Restored",1,"soil",40956.5787553787,2021
"LICB","Restored",1,"water",77330.8551192284,2021
"LICB","Restored",1,"SAV",8552.29712724686,2021
"LICB","Restored",1,"Emergent",22399.2545723915,2021
"LICB","Restored",1,"Hyacinth",176.08847618103,2021
"LICB","Restored",1,"Spongeplant",116.058313846588,2021
"LICB","Restored",1,"Primrose",1420.71384191513,2021
"LICB","Restored",1,"NPV",221859.473955631,2021
"LICB","Restored",1,"Riparian",205467.237627506,2021
"LICB","Restored",1,"Shadow",15195.6350922585,2021
"LICB","Restored",1,"Marsh Invaded by Primrose",2917.46588945389,2021
"Liberty","Reference",7,"unclassified",12998.5311508179,2021
"Liberty","Reference",7,"soil",5794.91167068481,2021
"Liberty","Reference",7,"water",3109602.42903233,2021
"Liberty","Reference",7,"SAV",9230613.94956112,2021
"Liberty","Reference",7,"Emergent",2768843.21354628,2021
"Liberty","Reference",7,"Hyacinth",27325.7298946381,2021
"Liberty","Reference",7,"Spongeplant",1832.92095661163,2021
"Liberty","Reference",7,"Primrose",202089.540493488,2021
"Liberty","Reference",7,"NPV",214863.959038258,2021
"Liberty","Reference",7,"Riparian",992966.919195652,2021
"Liberty","Reference",7,"Shadow",89837.1389389038,2021
"Liberty","Reference",7,"Marsh Invaded by Primrose",408977.49196291,2021
"Flyway Farms","Restored",10,"unclassified",2381.1964392662,2021
"Flyway Farms","Restored",10,"soil",4742.38282442093,2021
"Flyway Farms","Restored",10,"water",66981.6551327705,2021
"Flyway Farms","Restored",10,"SAV",12042.0505642891,2021
"Flyway Farms","Restored",10,"Emergent",152008.377063274,2021
"Flyway Farms","Restored",10,"Hyacinth",260.130703449249,2021
"Flyway Farms","Restored",10,"Spongeplant",2193.10193061829,2021
"Flyway Farms","Restored",10,"Primrose",5514.77091312408,2021
"Flyway Farms","Restored",10,"NPV",471901.108121872,2021
"Flyway Farms","Restored",10,"Riparian",735757.683646679,2021
"Flyway Farms","Restored",10,"Shadow",10053.0511856079,2021
"Flyway Farms","Restored",10,"Marsh Invaded by Primrose",13390.7282114029,2021
"Lower Yolo Ranch","Restored",11,"unclassified",13218.6417460442,2021
"Lower Yolo Ranch","Restored",11,"soil",670024.655890465,2021
"Lower Yolo Ranch","Restored",11,"water",57949.1167068481,2021
"Lower Yolo Ranch","Restored",11,"SAV",97737.1083021164,2021
"Lower Yolo Ranch","Restored",11,"Emergent",2392542.13994741,2021
"Lower Yolo Ranch","Restored",11,"Hyacinth",1632.82041549683,2021
"Lower Yolo Ranch","Restored",11,"Spongeplant",137809.242665768,2021
"Lower Yolo Ranch","Restored",11,"Primrose",449737.972187996,2021
"Lower Yolo Ranch","Restored",11,"NPV",6521956.97677135,2021
"Lower Yolo Ranch","Restored",11,"Riparian",3174927.25168467,2021
"Lower Yolo Ranch","Restored",11,"Shadow",68358.3468556404,2021
"Lower Yolo Ranch","Restored",11,"Marsh Invaded by Primrose",54119.1923499107,2021
"LICB","Restored",1,"unclassified",628.315699100494,2022
"LICB","Restored",1,"soil",136764.717841148,2022
"LICB","Restored",1,"water",7203.61948013306,2022
"LICB","Restored",1,"SAV",1260.63340902328,2022
"LICB","Restored",1,"Emergent",184412.658691406,2022
"LICB","Restored",1,"Spongeplant",20.0100541114807,2022
"LICB","Restored",1,"Primrose",2129.06975746155,2022
"LICB","Restored",1,"NPV",109214.875340462,2022
"LICB","Restored",1,"Riparian",71780.0661087036,2022
"LICB","Restored",1,"Shadow",84654.5349240303,2022
"Liberty","Reference",7,"unclassified",15964.0211701393,2022
"Liberty","Reference",7,"soil",132566.60848856,2022
"Liberty","Reference",7,"water",3047943.44829321,2022
"Liberty","Reference",7,"SAV",8930126.96897984,2022
"Liberty","Reference",7,"Emergent",3403253.97512913,2022
"Liberty","Reference",7,"Hyacinth",12610.3361010551,2022
"Liberty","Reference",7,"Spongeplant",11117.5860643387,2022
"Liberty","Reference",7,"Primrose",258950.110256672,2022
"Liberty","Reference",7,"NPV",143680.192542076,2022
"Liberty","Reference",7,"Riparian",906527.487444878,2022
"Liberty","Reference",7,"Shadow",202717.856192589,2022
"Flyway Farms","Restored",10,"unclassified",2449.23062324524,2022
"Flyway Farms","Restored",10,"soil",55483.8780403137,2022
"Flyway Farms","Restored",10,"water",52410.3337287903,2022
"Flyway Farms","Restored",10,"SAV",5546.78699970245,2022
"Flyway Farms","Restored",10,"Emergent",785802.828979492,2022
"Flyway Farms","Restored",10,"Hyacinth",20.0100541114807,2022
"Flyway Farms","Restored",10,"Spongeplant",1592.80030727386,2022
"Flyway Farms","Restored",10,"Primrose",5983.00617933273,2022
"Flyway Farms","Restored",10,"NPV",443438.807153702,2022
"Flyway Farms","Restored",10,"Riparian",105833.176195621,2022
"Flyway Farms","Restored",10,"Shadow",18169.1291332245,2022
"Lower Yolo Ranch","Restored",11,"unclassified",10737.3950362206,2022
"Lower Yolo Ranch","Restored",11,"soil",2424842.36929417,2022
"Lower Yolo Ranch","Restored",11,"water",33977.0718812943,2022
"Lower Yolo Ranch","Restored",11,"SAV",21430.7679533958,2022
"Lower Yolo Ranch","Restored",11,"Emergent",4320222.70880938,2022
"Lower Yolo Ranch","Restored",11,"Hyacinth",768.386077880859,2022
"Lower Yolo Ranch","Restored",11,"Spongeplant",1384.69574451447,2022
"Lower Yolo Ranch","Restored",11,"Primrose",24304.2117238045,2022
"Lower Yolo Ranch","Restored",11,"NPV",4568335.37375927,2022
"Lower Yolo Ranch","Restored",11,"Riparian",2127100.76813698,2022
"Lower Yolo Ranch","Restored",11,"Shadow",106837.680912018,2022
"LICB","Restored",1,"unclassified",2576.01453924179,2023
"LICB","Restored",1,"soil",115.257921218872,2023
"LICB","Restored",1,"water",72600.9645757675,2023
"LICB","Restored",1,"SAV",14666.5704751015,2023
"LICB","Restored",1,"Emergent",106192.885715008,2023
"LICB","Restored",1,"Hyacinth",161.361089706421,2023
"LICB","Restored",1,"Spongeplant",1192.91948461533,2023
"LICB","Restored",1,"Primrose",17173.4302616119,2023
"LICB","Restored",1,"NPV",176356.145256996,2023
"LICB","Restored",1,"Riparian",184988.96355629,2023
"LICB","Restored",1,"Shadow",12926.1758646965,2023
"LICB","Restored",1,"Marsh Invaded by Primrose",10240.6663002968,2023
"Liberty","Reference",7,"unclassified",13208.5577716827,2023
"Liberty","Reference",7,"soil",1653.95116949081,2023
"Liberty","Reference",7,"water",8499459.12154722,2023
"Liberty","Reference",7,"SAV",3711990.84787893,2023
"Liberty","Reference",7,"Emergent",3100645.54504585,2023
"Liberty","Reference",7,"Hyacinth",50425.3405332565,2023
"Liberty","Reference",7,"Spongeplant",7036.49609041214,2023
"Liberty","Reference",7,"Primrose",241430.767577171,2023
"Liberty","Reference",7,"NPV",128754.623793602,2023
"Liberty","Reference",7,"Riparian",899161.620804787,2023
"Liberty","Reference",7,"Shadow",43734.618206501,2023
"Liberty","Reference",7,"Marsh Invaded by Primrose",361206.799307823,2023
"Liberty","Reference",7,"Alligatorweed",6973.10423374176,2023
"Flyway Farms","Restored",10,"unclassified",4057.0788269043,2023
"Flyway Farms","Restored",10,"soil",512.897749423981,2023
"Flyway Farms","Restored",10,"water",68019.4622073174,2023
"Flyway Farms","Restored",10,"SAV",8494.50879383087,2023
"Flyway Farms","Restored",10,"Emergent",496899.949958801,2023
"Flyway Farms","Restored",10,"Hyacinth",507.134853363037,2023
"Flyway Farms","Restored",10,"Spongeplant",2022.7765173912,2023
"Flyway Farms","Restored",10,"Primrose",85388.8309350014,2023
"Flyway Farms","Restored",10,"NPV",50511.7839741707,2023
"Flyway Farms","Restored",10,"Riparian",725421.830359459,2023
"Flyway Farms","Restored",10,"Shadow",4466.24444723129,2023
"Flyway Farms","Restored",10,"Marsh Invaded by Primrose",30497.2459545135,2023
"Flyway Farms","Restored",10,"Alligatorweed",5.7628960609436,2023
"Lower Yolo Ranch","Restored",11,"unclassified",17317.5026631355,2023
"Lower Yolo Ranch","Restored",11,"soil",199378.915020466,2023
"Lower Yolo Ranch","Restored",11,"water",57196.7434048653,2023
"Lower Yolo Ranch","Restored",11,"SAV",162513.66891861,2023
"Lower Yolo Ranch","Restored",11,"Emergent",3445053.50233603,2023
"Lower Yolo Ranch","Restored",11,"Hyacinth",5492.03994607925,2023
"Lower Yolo Ranch","Restored",11,"Spongeplant",19979.9606432915,2023
"Lower Yolo Ranch","Restored",11,"Primrose",2539794.73749876,2023
"Lower Yolo Ranch","Restored",11,"NPV",2545880.35573912,2023
"Lower Yolo Ranch","Restored",11,"Riparian",4466878.365798,2023
"Lower Yolo Ranch","Restored",11,"Shadow",37205.2569694519,2023
"Lower Yolo Ranch","Restored",11,"Marsh Invaded by Primrose",142700.832261086,2023
"Lower Yolo Ranch","Restored",11,"Alligatorweed",282.381906986237,2023
"LICB","Restored",1,"unclassified",128.504574298859,2024
"LICB","Restored",1,"soil",117115.010976791,2024
"LICB","Restored",1,"water",77454.4413089752,2024
"LICB","Restored",1,"SAV",12275.5685448647,2024
"LICB","Restored",1,"Emergent",81133.730173111,2024
"LICB","Restored",1,"Hyacinth",108.214378356934,2024
"LICB","Restored",1,"Spongeplant",344.933331012726,2024
"LICB","Restored",1,"Primrose",10760.5672478676,2024
"LICB","Restored",1,"NPV",68357.6701283455,2024
"LICB","Restored",1,"Riparian",197139.543771744,2024
"LICB","Restored",1,"Shadow",12708.4260582924,2024
"LICB","Restored",1,"Marsh Invaded by Primrose",20479.5711040497,2024
"LICB","Restored",1,"Alligatorweed",20.290195941925,2024
"Liberty","Reference",7,"unclassified",2617.43527650833,2024
"Liberty","Reference",7,"soil",61357.5525283813,2024
"Liberty","Reference",7,"water",3863686.16485596,2024
"Liberty","Reference",7,"SAV",8330586.32826805,2024
"Liberty","Reference",7,"Emergent",2991376.82431936,2024
"Liberty","Reference",7,"Hyacinth",11058.1567883492,2024
"Liberty","Reference",7,"Spongeplant",3300.53853988647,2024
"Liberty","Reference",7,"Primrose",246924.921214581,2024
"Liberty","Reference",7,"NPV",107598.909080029,2024
"Liberty","Reference",7,"Riparian",737041.367590427,2024
"Liberty","Reference",7,"Shadow",93896.2634205818,2024
"Liberty","Reference",7,"Marsh Invaded by Primrose",590843.74243021,2024
"Liberty","Reference",7,"Alligatorweed",25004.284799099,2024
"Flyway Farms","Restored",10,"unclassified",1501.47449970245,2024
"Flyway Farms","Restored",10,"soil",32180.2507638931,2024
"Flyway Farms","Restored",10,"water",35311.7043375969,2024
"Flyway Farms","Restored",10,"SAV",2962.36860752106,2024
"Flyway Farms","Restored",10,"Emergent",308911.469817162,2024
"Flyway Farms","Restored",10,"Hyacinth",87.9241824150085,2024
"Flyway Farms","Restored",10,"Spongeplant",9279.38294410706,2024
"Flyway Farms","Restored",10,"Primrose",15927.8038144112,2024
"Flyway Farms","Restored",10,"NPV",24300.8913397789,2024
"Flyway Farms","Restored",10,"Riparian",922716.950654984,2024
"Flyway Farms","Restored",10,"Shadow",54235.6937527657,2024
"Flyway Farms","Restored",10,"Marsh Invaded by Primrose",63582.7106833458,2024
"Flyway Farms","Restored",10,"Alligatorweed",6803.9790391922,2024
"Lower Yolo Ranch","Restored",11,"unclassified",5424.2457151413,2024
"Lower Yolo Ranch","Restored",11,"soil",1108548.09188843,2024
"Lower Yolo Ranch","Restored",11,"water",61925.6780147552,2024
"Lower Yolo Ranch","Restored",11,"SAV",75249.5733499527,2024
"Lower Yolo Ranch","Restored",11,"Emergent",3415313.4149313,2024
"Lower Yolo Ranch","Restored",11,"Hyacinth",3395.22612094879,2024
"Lower Yolo Ranch","Restored",11,"Spongeplant",14683.3384633064,2024
"Lower Yolo Ranch","Restored",11,"Primrose",106381.497323513,2024
"Lower Yolo Ranch","Restored",11,"NPV",2902701.9046545,2024
"Lower Yolo Ranch","Restored",11,"Riparian",5707503.61388922,2024
"Lower Yolo Ranch","Restored",11,"Shadow",137188.778162003,2024
"Lower Yolo Ranch","Restored",11,"Marsh Invaded by Primrose",92983.2046031952,2024
"Lower Yolo Ranch","Restored",11,"Alligatorweed",8975.03000497818,2024
