Sample Number,Sample Date,Start Time,Region,General Habitat,Depth m,Tide,Sampling Gear,Waypoint,Latitude Start WGS 84,Longitude Start WGS 84,Wind speed,Wind direction,Sky,Precipitation,Temperature °C,Specific Conductance µS/cm,Salinity PSU,Turbidity FNU,Chlorophyll µg/L,DO concentration mg/L,DO saturation %,pH,fDOM QSU,Zooplankton Sample,Phytoplankton Sample,Larval Fish Sample,Comments
347,4/25/2018,15:46,Little Holland Tract,Interior(LHTR/FLUX),,Ebb,Plankton/LF net,LHTinterior,,,1-5 -- light ripples,Southwest,Clear,Dry,21.44,418,0.2,4.82,0.35,12.91,145.6,8.89,16.42,1,1,0,
346,4/25/2018,15:38,Little Holland Tract,Interior(LHTR/FLUX),,Ebb,Plankton/LF net,LHTinterior,38.3076,-121.6596,1-5 -- light ripples,Southwest,Clear,Dry,21.44,418,0.2,4.82,0.35,12.91,145.6,8.89,16.42,1,1,0,
345,4/25/2018,15:21,Little Holland Tract,Breach(LHTR/FLUX),,Ebb,Plankton/LF net,LHTsouth,,,1-5 -- light ripples,Southwest,Clear,Steady Rain,19.8,319.6,0.15,5.75,0.35,9.81,107.7,8.59,12.07,1,1,0,
344,4/25/2018,15:13,Little Holland Tract,Breach(LHTR/FLUX),,Ebb,Plankton/LF net,LHTsouth,,,1-5 -- light ripples,Southwest,Clear,Dry,19.8,319.6,0.15,5.75,0.35,9.81,107.7,8.59,12.07,1,1,0,
343,4/25/2018,15:02,Little Holland Tract,Breach(LHTR/FLUX),,Ebb,Plankton/LF net,LHTsouth,,,1-5 -- light ripples,Southwest,Clear,Dry,19.8,319.6,0.15,5.75,0.35,9.81,107.7,8.59,12.07,1,1,0,
342,4/20/2018,9:49,Little Holland Tract,Interior(LHTR/FLUX),,Ebb,Plankton/LF net,LHTinterior,,,1-5 -- light ripples,N/A,Clear,Dry,15.97,453,0.22,8.44,0.64,9.24,93.6,8.2,59.87,1,1,0,
341,4/20/2018,9:38,Little Holland Tract,Interior(LHTR/FLUX),,Ebb,Plankton/LF net,LHTinterior,,,1-5 -- light ripples,N/A,Clear,Dry,15.94,446,0.22,8.44,0.61,9.26,93.8,8.21,59.55,1,1,0,
340,4/20/2018,9:29,Little Holland Tract,Interior(LHTR/FLUX),,Ebb,Plankton/LF net,LHTinterior,38.30752,-121.6594,1-5 -- light ripples,N/A,Clear,Dry,15.91,442,0.21,8.28,0.67,9.29,94,8.22,58.71,1,1,0,
339,4/20/2018,9:08,Little Holland Tract,Breach(LHTR/FLUX),,High slack,Plankton/LF net,LHTsouth,38.29045,-121.6625,1-5 -- light ripples,N/A,Clear,Dry,15.23,327,0.16,7.35,0.61,9.64,96.2,8.19,44.29,1,1,0,
338,4/20/2018,8:59,Little Holland Tract,Breach(LHTR/FLUX),,High slack,Plankton/LF net,LHTsouth,38.29054,-121.6624,1-5 -- light ripples,N/A,Clear,Dry,15.22,328,0.16,7.42,0.56,9.63,96.1,8.19,44.86,1,1,0,
337,4/20/2018,8:53,Little Holland Tract,Breach(LHTR/FLUX),,High slack,Plankton/LF net,LHTsouth,38.29057,-121.6624,1-5 -- light ripples,N/A,Clear,Dry,15.3,388,0.16,7.6,0.55,9.63,96.3,8.24,46.57,1,1,0,
336,4/20/2018,3:33,Little Holland Tract,Interior(LHTR/FLUX),,Low slack,Plankton/LF net,LHTinterior,,,0-1 -- glassy,N/A,Clear,Dry,15.538,525.6,0.26,13.36,0.88,8.78,88.4,8.19,67.41,1,1,0,
335,4/20/2018,3:22,Little Holland Tract,Interior(LHTR/FLUX),,Low slack,Plankton/LF net,LHTinterior,,,0-1 -- glassy,N/A,Clear,Dry,15.515,523.3,0.25,13.23,0.78,8.79,88.2,8.21,68.04,1,1,0,
334,4/20/2018,3:14,Little Holland Tract,Interior(LHTR/FLUX),,Low slack,Plankton/LF net,LHTinterior,,,0-1 -- glassy,N/A,Clear,Dry,15.683,526.7,0.26,13.11,0.92,8.69,87.6,8.2,67.66,1,1,0,
333,4/20/2018,4:04,Little Holland Tract,Breach(LHTR/FLUX),,Flood,Plankton/LF net,LHTsouth,,,0-1 -- glassy,N/A,Clear,Dry,15.667,481.7,0.23,10.83,0.9,9.08,91.4,8.19,64.21,1,1,0,
332,4/20/2018,3:56,Little Holland Tract,Breach(LHTR/FLUX),,Low slack,Plankton/LF net,LHTsouth,,,0-1 -- glassy,N/A,Clear,Dry,15.9,509.7,0.23,14.24,1.19,8.87,89.8,8.11,64.21,1,1,0,
331,4/20/2018,3:47,Little Holland Tract,Breach(LHTR/FLUX),,Low slack,Plankton/LF net,LHTsouth,,,0-1 -- glassy,N/A,Clear,Dry,15.765,496.4,0.24,13.35,1.04,9.06,91.5,8.16,65.16,1,1,0,
330,4/19/2018,22:18,Little Holland Tract,Interior(LHTR/FLUX),,High slack,Plankton/LF net,LHTinterior,,,1-5 -- light ripples,West,Clear,Dry,16.25,472,0.23,9.3,0.76,9.88,100.8,8.3,63.83,1,1,0,
329,4/19/2018,22:12,Little Holland Tract,Interior(LHTR/FLUX),,High slack,Plankton/LF net,LHTinterior,,,1-5 -- light ripples,West,Clear,Dry,16.246,470.4,0.23,8.44,0.67,9.86,100.7,8.3,63.9,1,1,0,
328,4/19/2018,22:04,Little Holland Tract,Interior(LHTR/FLUX),,High slack,Plankton/LF net,LHTinterior,,,1-5 -- light ripples,West,Clear,Dry,16.26,468.8,0.23,9.02,0.72,9.83,100.3,8.29,63.01,1,1,0,
327,4/19/2018,23:05,Little Holland Tract,Breach(LHTR/FLUX),,Ebb,Plankton/LF net,LHTsouth,,,1-5 -- light ripples,West,Clear,Dry,15.904,380.2,0.18,9.05,0.62,10.12,102.5,8.38,51.41,1,1,0,
326,4/19/2018,22:58,Little Holland Tract,Breach(LHTR/FLUX),,Ebb,Plankton/LF net,LHTsouth,,,1-5 -- light ripples,West,Clear,Dry,15.686,386.4,0.18,9.13,0.59,10.16,102.6,8.38,49.66,1,1,0,
325,4/19/2018,22:49,Little Holland Tract,Breach(LHTR/FLUX),,Ebb,Plankton/LF net,LHTsouth,,,1-5 -- light ripples,West,Clear,Dry,15.893,373.3,0.18,7.86,0.54,10.12,103,8.36,51.9,1,1,0,
324,4/19/2018,17:42,Little Holland Tract,Interior(LHTR/FLUX),0.5,Flood,Plankton/LF net,LHTinterior,,,1-5 -- light ripples,North,Clear,Dry,17.75,553,0.27,27.25,2.58,10.1,106.3,8.19,57.56,1,1,0,
323,4/19/2018,17:32,Little Holland Tract,Interior(LHTR/FLUX),0.7,Flood,Plankton/LF net,LHTinterior,,,1-5 -- light ripples,North,Clear,Dry,17.6,562,0.27,29.5,2.82,9.8,102.6,8.13,64.29,1,1,0,
322,4/19/2018,17:20,Little Holland Tract,Interior(LHTR/FLUX),1,Flood,Plankton/LF net,LHTinterior,38.29542,-121.6622,1-5 -- light ripples,N/A,Clear,Dry,18.84,525,0.25,73.8,1.75,11.48,123.5,8.53,49.45,1,1,0,
321,4/19/2018,17:02,Little Holland Tract,Breach(LHTR/FLUX),1,Flood,Plankton/LF net,LHTsouth,,,1-5 -- light ripples,N/A,Clear,Dry,17.38,573,0.28,21.9,4.67,9.19,96.1,7.99,67.89,1,1,0,
320,4/19/2018,16:49,Little Holland Tract,Breach(LHTR/FLUX),0.9,Flood,Plankton/LF net,LHTsouth,,,1-5 -- light ripples,N/A,Clear,Dry,17.59,562,0.27,24.9,3.65,9.33,100.7,8.09,65.5,1,1,0,
319,4/19/2018,16:36,Little Holland Tract,Breach(LHTR/FLUX),0.9,Flood,Plankton/LF net,LHTsouth,38.29067,-121.6624,1-5 -- light ripples,N/A,Clear,Dry,18.66,522,0.25,53.16,1.13,11.9,131.9,8.52,51.9,1,1,0,
318,8/8/2017,21:16,Little Holland Tract,Interior(LHTR/FLUX),,High slack,Plankton/LF net,LHTinterior,38.321535,-121.656378,5-10 -- small waves,Southwest,Clear,Dry,24.26,179.5,,17.53,1.39,9.13,108.9,8.72,22.11,1,1,0,"#NO SALINITY PROBE
#LOW TIDE BOAT"
317,8/8/2017,20:25,Little Holland Tract,Interior(LHTR/FLUX),,High slack,Plankton/LF net,LHTinterior,38.295166,-121.662651,5-10 -- small waves,Southwest,Clear,Dry,22.14,146.4,,7.67,1.29,8.52,97.7,8.06,16.9,1,1,0,"#NO SALINITY PROBE
#LOW TIDE BOAT"
316,8/8/2017,20:09,Little Holland Tract,Breach(LHTR/FLUX),,High slack,Plankton/LF net,LHTsouth,38.29036,-121.662453,5-10 -- small waves,Southwest,Clear,Dry,22.3,145.2,,7.86,1.25,8.58,98.8,8.03,16.42,1,1,0,"#NO SALINITY PROBE
#LOW TIDE BOAT"
315,8/8/2017,14:35,Little Holland Tract,Interior(LHTR/FLUX),,Low slack,Plankton/LF net,LHTinterior,38.296426,-121.662513,5-10 -- small waves,Southwest,Clear,Dry,24.78,178.9,,21.83,1.43,10.53,128.6,8.89,21.57,1,1,0,"#NO SALINITY PROBE
#LOW TIDE BOAT"
314,8/8/2017,14:10,Little Holland Tract,Breach(LHTR/FLUX),,Low slack,Plankton/LF net,LHTsouth,38.290343,-121.662488,5-10 -- small waves,Southwest,Clear,Dry,24.18,178.4,,25.2,1.59,9.55,121,9,22.38,1,1,0,"#NO SALINITY PROBE
#LOW TIDE BOAT"
313,8/8/2017,7:29,Little Holland Tract,Interior(LHTR/FLUX),1.2,Ebb,Plankton/LF net,LHTinterior,38.3226,-121.655,1-5 -- light ripples,N/A,Clear,Dry,20.3,166.1,,15.71,3.98,8.07,89.4,8.05,22.05,1,1,0,"#NO SALINITY PROBE
#LHT SOUTH EAST
#LOW TIDE BOAT"
312,8/8/2017,7:13,Little Holland Tract,Interior(LHTR/FLUX),1.5,Ebb,Plankton/LF net,LHTinterior,38.31393,-121.6579,1-5 -- light ripples,N/A,Clear,Dry,20.72,162,,10.78,1.53,8.04,89.6,8.1,22.27,1,1,0,"#NO SALINITY PROBE
#LHT SOUTH EAST
#LOW TIDE BOAT"
311,8/8/2017,6:44,Little Holland Tract,Breach(LHTR/FLUX),,Ebb,Plankton/LF net,LHTsouth,38.29028,-121.6624,"15-20 -- large waves, frequent whitecaps",N/A,Clear,Dry,21.44,144.7,,10.55,1.34,8.06,91.2,7.95,17.73,1,1,0,"#NO SALINITY PROBE
#LHT SOUTH EAST
#LOW TIDE BOAT"
310,8/8/2017,1:24,Little Holland Tract,Interior(LHTR/FLUX),0.52,Flood,Plankton/LF net,LHTinterior,38.31422,-121.6577,"10-15 -- moderate waves, occasional whitecaps",N/A,Clear,Dry,22.27,180.4,,22.44,1.55,8.2,94.3,8.7,24.16,1,1,0,"#NO SALINITY PROBE
#LHT SOUTH EAST
#LOW TIDE BOAT"
309,8/8/2017,1:04,Little Holland Tract,Interior(LHTR/FLUX),0.31,Flood,Plankton/LF net,LHTinterior,38.323,-121.6559,"10-15 -- moderate waves, occasional whitecaps",N/A,Clear,Dry,22.74,187.4,,34.41,1.87,8.21,95.3,8.36,22.73,0,1,0,"#NO SALINITY PROBE
#NO ZOOP SAMPLE TAKEN, SHALLOW.
#LOW TIDE BOAT"
308,8/8/2017,0:22,Little Holland Tract,Breach(LHTR/FLUX),,Ebb,Plankton/LF net,LHTsouth,38.29042,-121.6623,"10-15 -- moderate waves, occasional whitecaps",N/A,Clear,Dry,21.01,162.2,,17.99,1.44,8.15,91.2,8.04,20.35,1,1,0,
307,8/1/2017,14:37,Little Holland Tract,Interior(LHTR/FLUX),,Ebb,Plankton/LF net,LHTinterior,38.304566,-121.661163,0-1 -- glassy,Southwest,Clear,Dry,26.47,179.8,,9.86,1.28,10.57,126.7,9.01,20.76,1,0,0,
306,8/1/2017,14:07,Little Holland Tract,Breach(LHTR/FLUX),,High slack,Plankton/LF net,LHTsouth,38.290657,-121.662413,0-1 -- glassy,Southwest,Clear,Dry,24.05,159.4,,6.11,0.19,8.11,95.9,8.5,17.78,1,0,0,
305,8/1/2017,11:17,Little Holland Tract,Interior(LHTR/FLUX),1,Flood,Plankton/LF net,LHTinterior,38.304636,-121.661711,0-1 -- glassy,Southwest,Clear,Dry,23.71,187.1,0.09,43.33,2.11,8.01,94.6,8.85,17.13,1,0,0,
304,8/1/2017,9:20,Little Holland Tract,Breach(LHTR/FLUX),,Ebb,Plankton/LF net,LHTsouth,38.290411,-121.662166,0-1 -- glassy,Southwest,Clear,Dry,22.24,183.6,0.09,13.26,1.37,8.34,93.3,8.69,21.01,1,0,0,
303,8/1/2017,2:59,Little Holland Tract,Interior(LHTR/FLUX),,Ebb,Plankton/LF net,LHTinterior,38.32078,-121.6565,"10-15 -- moderate waves, occasional whitecaps",Southwest,Clear,Dry,23.43,180.2,0.08,14.02,3.81,8.49,99.8,8.78,21.72,1,0,0,
302,8/1/2017,2:16,Little Holland Tract,Breach(LHTR/FLUX),,Ebb,Plankton/LF net,LHTsouth,38.29032,-121.6623,"10-15 -- moderate waves, occasional whitecaps",Southwest,Clear,Dry,23.1,146.2,0.07,5.59,1.32,8.24,96.3,8.29,16.63,1,0,0,
301,7/31/2017,19:25,Little Holland Tract,Interior(LHTR/FLUX),,Low slack,Plankton/LF net,LHTinterior,38.30733,-121.6596,5-10 -- small waves,Southwest,Clear,Dry,26.07,190,0.09,26.26,1.91,9.71,120.2,9.37,22.26,1,0,0,
300,7/31/2017,18:33,Little Holland Tract,Breach(LHTR/FLUX),,Ebb,Plankton/LF net,LHTsouth,38.29048,-121.6624,5-10 -- small waves,Southwest,Clear,Dry,25.75,180.6,0.08,9.26,0.91,10.69,131.1,8.98,21.59,1,0,0,
194,4/26/2018,15:37,Little Holland Tract,Breach(LHTR/FLUX),1.8,Flood,Plankton/LF net,LHTnorth,,,1-5 -- light ripples,West,Clear,Dry,19.45,542.3,0.26,11.21,3.12,7.84,85.4,8.22,62.78,1,1,1,
193,4/26/2018,15:18,Wildlands,Breach(LHTR/FLUX),2.9,Flood,Plankton/LF net,WLDbreach,,,5-10 -- small waves,West,Clear,Dry,19.63,568.8,0.28,14.21,4.06,8.2,89.7,8.29,62.12,1,1,1,
192,4/26/2018,14:56,Little Holland Tract,Breach(LHTR/FLUX),1.5,Flood,Plankton/LF net,LHTnorth,,,1-5 -- light ripples,West,Clear,Dry,19.42,522.4,0.27,12.2,3.15,7.91,86.1,8.24,63.04,1,1,1,
191,4/26/2018,14:37,Wildlands,Breach(LHTR/FLUX),2.8,Flood,Plankton/LF net,WLDbreach,,,1-5 -- light ripples,West,Clear,Dry,19.5,566.5,0.27,15.47,3.51,8.1,88.4,8.27,62.67,1,1,1,
190,4/26/2018,14:08,Little Holland Tract,Breach(LHTR/FLUX),1.5,Flood,Plankton/LF net,LHTnorth,,,1-5 -- light ripples,West,Clear,Dry,19.2,561.5,0.27,13.33,3.3,7.96,86.2,8.26,63.35,1,1,1,
189,4/26/2018,13:46,Wildlands,Breach(LHTR/FLUX),2.6,Flood,Plankton/LF net,WLDbreach,,,1-5 -- light ripples,West,Clear,Dry,19.47,564.8,0.27,17.32,3.7,8.01,87.2,8.27,62.61,1,1,1,
188,4/26/2018,13:31,Little Holland Tract,Breach(LHTR/FLUX),1.9,Flood,Plankton/LF net,LHTnorth,,,1-5 -- light ripples,West,Clear,Dry,18.89,569.5,0.28,15.48,3.61,8.07,86.9,8.24,63.38,1,1,1,
187,4/26/2018,13:05,Wildlands,Breach(LHTR/FLUX),2.3,Flood,Plankton/LF net,WLDbreach,,,1-5 -- light ripples,West,Clear,Dry,19.24,567,0.28,15.62,3.35,7.97,86.4,8.28,62.83,1,1,1,
186,4/26/2018,12:52,Little Holland Tract,Breach(LHTR/FLUX),1,Flood,Plankton/LF net,LHTnorth,,,1-5 -- light ripples,West,Clear,Dry,18.52,576,0.28,15.9,3.66,8.17,87.3,8.28,63.62,1,1,1,
185,4/26/2018,12:34,Wildlands,Breach(LHTR/FLUX),2.3,Flood,Plankton/LF net,WLDbreach,,,5-10 -- small waves,West,Clear,Dry,18.8,571.8,0.28,17.39,3.68,7.92,85,8.22,63.01,1,1,1,
184,4/26/2018,12:08,Little Holland Tract,Breach(LHTR/FLUX),1.9,Flood,Plankton/LF net,LHTnorth,,,1-5 -- light ripples,West,Clear,Dry,18.11,583,0.28,16.54,3.85,8.46,89.7,8.3,64.29,1,1,1,
183,4/26/2018,11:35,Wildlands,Breach(LHTR/FLUX),2.1,Flood,Plankton/LF net,WLDbreach,,,1-5 -- light ripples,West,Clear,Dry,18.37,577.7,0.28,17.5,3.86,8.17,87,8.29,63.7,1,1,1,
182.3,4/26/2018,10:57,Little Holland Tract,Breach(LHTR/FLUX),1.8,Low slack,Plankton/LF net,LHTnorth,,,1-5 -- light ripples,West,Clear,Dry,18.71,584,0.28,12.15,4.01,11.85,123.4,8.53,66,3,3,1,
182.2,4/26/2018,10:57,Little Holland Tract,Breach(LHTR/FLUX),1.8,Low slack,Plankton/LF net,LHTnorth,,,1-5 -- light ripples,West,Clear,Dry,18.71,584,0.28,12.15,4.01,11.85,123.4,8.53,66,3,3,1,
182.1,4/26/2018,10:57,Little Holland Tract,Breach(LHTR/FLUX),1.8,Low slack,Plankton/LF net,LHTnorth,,,1-5 -- light ripples,West,Clear,Dry,18.71,584,0.28,12.15,4.01,11.85,123.4,8.53,66,3,3,1,
181.3,4/26/2018,10:23,Wildlands,Breach(LHTR/FLUX),2,Ebb,Plankton/LF net,WLDbreach,,,5-10 -- small waves,West,Clear,Dry,17.69,599,0.29,19.41,4.25,7.96,83.7,8.14,66.74,3,3,1,
181.2,4/26/2018,10:23,Wildlands,Breach(LHTR/FLUX),2,Ebb,Plankton/LF net,WLDbreach,,,5-10 -- small waves,West,Clear,Dry,17.69,599,0.29,19.41,4.25,7.96,83.7,8.14,66.74,3,3,1,
181.1,4/26/2018,10:23,Wildlands,Breach(LHTR/FLUX),2,Ebb,Plankton/LF net,WLDbreach,,,5-10 -- small waves,West,Clear,Dry,17.69,599,0.29,19.41,4.25,7.96,83.7,8.14,66.74,3,3,1,
180,4/26/2018,9:54,Little Holland Tract,Breach(LHTR/FLUX),1.6,Ebb,Plankton/LF net,LHTnorth,,,5-10 -- small waves,West,Clear,Dry,16.98,584,0.29,22.51,4.05,9.88,107.6,8.48,67.42,1,1,1,
179,4/26/2018,9:29,Wildlands,Breach(LHTR/FLUX),1.9,Ebb,Plankton/LF net,WLDbreach,,,5-10 -- small waves,West,Clear,Dry,17.59,598.7,0.29,18.17,3.91,8,84,8.15,67.48,1,1,1,
178,4/26/2018,8:59,Little Holland Tract,Breach(LHTR/FLUX),1.9,Ebb,Plankton/LF net,LHTnorth,,,1-5 -- light ripples,North,Clear,Dry,16.46,587,0.29,16.63,4.03,8.55,87.5,8.31,65.77,1,1,1,
177,4/26/2018,8:21,Wildlands,Breach(LHTR/FLUX),2.3,Ebb,Plankton/LF net,WLDbreach,,,1-5 -- light ripples,North,Clear,Dry,17.76,596.2,0.29,21.22,4.25,7.83,82.3,8.16,67.1,1,1,1,
176,4/26/2018,7:45,Little Holland Tract,Breach(LHTR/FLUX),2,Ebb,Plankton/LF net,LHTnorth,,,5-10 -- small waves,North,Clear,Dry,16.95,581.2,0.28,11.38,4.11,7.43,77,8.23,67.58,1,1,1,
175,4/26/2018,6:53,Wildlands,Breach(LHTR/FLUX),2.5,Ebb,Plankton/LF net,WLDbreach,,,5-10 -- small waves,Southwest,Clear,Dry,18.25,580,0.28,18.16,4.25,7.92,84.2,8.31,66.72,1,1,1,
174,4/26/2018,6:22,Little Holland Tract,Breach(LHTR/FLUX),2.8,Ebb,Plankton/LF net,LHTnorth,,,5-10 -- small waves,Southwest,Clear,Dry,12.005,378.4,0.27,16.8,3.877,8.45,92.1,8.26,65.92,1,1,1,
173.3,4/26/2018,5:29,Wildlands,Breach(LHTR/FLUX),2.6,Ebb,Plankton/LF net,WLDbreach,,,5-10 -- small waves,Southwest,Clear,Dry,19.14,571.4,0.28,17.62,4.2,8.19,88.6,8.33,65.98,3,3,1,
173.2,4/26/2018,5:29,Wildlands,Breach(LHTR/FLUX),2.6,Ebb,Plankton/LF net,WLDbreach,,,5-10 -- small waves,Southwest,Clear,Dry,19.14,571.4,0.28,17.62,4.2,8.19,88.6,8.33,65.98,3,3,1,
173.1,4/26/2018,5:29,Wildlands,Breach(LHTR/FLUX),2.6,Ebb,Plankton/LF net,WLDbreach,,,5-10 -- small waves,Southwest,Clear,Dry,19.14,571.4,0.28,17.62,4.2,8.19,88.6,8.33,65.98,3,3,1,
172.3,4/26/2018,4:16,Little Holland Tract,Breach(LHTR/FLUX),2.6,High slack,Plankton/LF net,LHTnorth,,,5-10 -- small waves,Southwest,Clear,Dry,20.07,537,0.26,11.42,3.51,7.99,88.1,8.22,65.35,3,3,1,
172.2,4/26/2018,4:16,Little Holland Tract,Breach(LHTR/FLUX),2.6,High slack,Plankton/LF net,LHTnorth,,,5-10 -- small waves,Southwest,Clear,Dry,20.07,537,0.26,11.42,3.51,7.99,88.1,8.22,65.35,3,3,1,
172.1,4/26/2018,4:16,Little Holland Tract,Breach(LHTR/FLUX),2.6,High slack,Plankton/LF net,LHTnorth,,,5-10 -- small waves,Southwest,Clear,Dry,20.07,537,0.26,11.42,3.51,7.99,88.1,8.22,65.35,3,3,1,
171,4/26/2018,3:26,Little Holland Tract,Breach(LHTR/FLUX),1.5,Flood,Plankton/LF net,LHTnorth,,,1-5 -- light ripples,Southwest,Clear,Dry,20.34,550.4,0.27,12.95,3.54,8.28,91.8,8.3,64.05,1,1,1,
170,4/26/2018,2:45,Wildlands,Breach(LHTR/FLUX),2.8,Flood,Plankton/LF net,WLDbreach,,,"10-15 -- moderate waves, occasional whitecaps",Southwest,Clear,Dry,20.132,572.2,0.28,18,4.33,8.84,97.6,8.45,63.38,1,1,1,
169,4/26/2018,2:18,Little Holland Tract,Breach(LHTR/FLUX),1.8,Flood,Plankton/LF net,LHTnorth,,,"10-15 -- moderate waves, occasional whitecaps",Southwest,Clear,Dry,20.65,564.4,0.27,14.16,3.71,9,100.1,8.43,63.9,1,1,1,
168,4/26/2018,1:49,Wildlands,Breach(LHTR/FLUX),1.7,Flood,Plankton/LF net,WLDbreach,,,"10-15 -- moderate waves, occasional whitecaps",Southwest,Clear,Dry,20.38,569.1,0.28,16.11,3.89,8.66,96,8.37,63.9,1,1,1,
167,4/26/2018,1:23,Little Holland Tract,Breach(LHTR/FLUX),1.9,Flood,Plankton/LF net,LHTnorth,,,"10-15 -- moderate waves, occasional whitecaps",Southwest,Clear,Dry,20.76,576.2,0.28,16.59,4.21,9.68,107.9,8.5,63.79,1,1,1,
166,4/26/2018,0:58,Wildlands,Breach(LHTR/FLUX),2.5,Flood,Plankton/LF net,WLDbreach,,,"10-15 -- moderate waves, occasional whitecaps",Southwest,Clear,Dry,20.51,570.6,0.28,17.03,3.87,8.86,98.5,8.35,63.39,1,1,1,
165,4/26/2018,0:27,Little Holland Tract,Breach(LHTR/FLUX),4.8,Flood,Plankton/LF net,LHTnorth,,,5-10 -- small waves,Southwest,Clear,Dry,20.58,583.2,0.28,19.43,4.96,9.32,103.8,8.56,63.82,1,1,1,
164,4/25/2018,23:52,Wildlands,Breach(LHTR/FLUX),2.2,Flood,Plankton/LF net,WLDbreach,,,5-10 -- small waves,Southwest,Clear,Dry,20.6,577.3,0.28,22.75,4.11,9.35,104.1,8.51,62.75,1,1,1,
163.3,4/25/2018,22:09,Little Holland Tract,Breach(LHTR/FLUX),1.5,Flood,Plankton/LF net,LHTnorth,,,"10-15 -- moderate waves, occasional whitecaps",West,Clear,Dry,20.2,602,0.29,17.9,5.75,8.1,87,8.48,68.8,3,3,1,
163.2,4/25/2018,22:09,Little Holland Tract,Breach(LHTR/FLUX),1.5,Flood,Plankton/LF net,LHTnorth,,,"10-15 -- moderate waves, occasional whitecaps",West,Clear,Dry,20.2,602,0.29,17.9,5.75,8.1,87,8.48,68.8,3,3,1,
