skeleton,start_time,end_time,volume
20210504DBNS1,1899-12-30 13:12:28,1899-12-30 13:16:07,475.273728
20210504DBNS2,1899-12-30 13:23:56,1899-12-30 13:29:03,562.5325843
20210504DBNS3,1899-12-30 13:58:25,1899-12-30 14:04:51,588.95496
20210504DBOW1,1899-12-30 12:42:37,1899-12-30 12:47:49,1052.77824
20210504DBOW2,1899-12-30 12:52:37,1899-12-30 12:57:44,1154.4192
20210504DBOW3,1899-12-30 13:02:09,1899-12-30 13:07:12,1063.4688
20210513DSCT1NS,1899-12-30 09:49:09,1899-12-30 09:54:12,503.488512
20210513DSCT1OW,1899-12-30 09:38:42,1899-12-30 09:43:43,1126.07136
20210513DSCT2NS,1899-12-30 10:26:33,1899-12-30 10:31:04,407.540736
20210513DSCT2NS2,1899-12-30 11:18:02,1899-12-30 11:23:08,354.212352
20210513DSCT2OW,1899-12-30 10:07:01,1899-12-30 10:22:10,2040.07104
20210513DSCT3OW,1899-12-30 11:34:33,1899-12-30 11:39:35,355.072896
20210513DSCT3OW2,1899-12-30 11:46:15,1899-12-30 11:51:18,446.51232
20210513DSCT4OW,1899-12-30 10:36:25,1899-12-30 10:42:09,524.675232
20210513DSCT4OW2,1899-12-30 10:57:34,1899-12-30 11:02:32,174.26736
20210514EMC3NS,1899-12-30 10:40:51,1899-12-30 10:50:42,705.5119872
20210514EMC3OW,1899-12-30 10:28:55,1899-12-30 10:35:42,1136.931552
20210514EMC4NS,1899-12-30 10:55:04,1899-12-30 11:09:31,1328.718528
20210514EMC4OW,1899-12-30 10:15:45,1899-12-30 10:27:11,1671.656918
20210514GBC2NS,1899-12-30 14:02:45,1899-12-30 14:09:51,530.67888
20210514GBC2OW,1899-12-30 13:52:30,1899-12-30 13:59:03,1073.042957
20210518DSCT1NS,1899-12-30 13:50:00,1899-12-30 13:55:12,NA
20210518DSCT1OW,1899-12-30 13:58:38,1899-12-30 14:03:51,819.8498304
20210518DSCT2NS,1899-12-30 12:00:14,1899-12-30 12:05:17,636.16536
20210518DSCT2NS2,1899-12-30 12:49:36,1899-12-30 12:54:42,609.70896
20210518DSCT2OW,1899-12-30 12:59:20,1899-12-30 13:04:24,865.662336
20210518DSCT3OW,1899-12-30 13:11:00,1899-12-30 13:16:05,NA
20210518DSCT3OW2,1899-12-30 13:19:13,1899-12-30 13:24:16,618.379776
20210518DSCT4OW,1899-12-30 11:33:49,1899-12-30 11:39:06,650.911968
20210518DSCT4OW2,1899-12-30 11:43:19,1899-12-30 11:48:35,478.35216
20210519DBNS1,1899-12-30 10:45:29,1899-12-30 10:50:34,571.31784
20210519DBNS2,1899-12-30 11:06:06,1899-12-30 11:11:09,802.48104
20210519DBNS3,1899-12-30 11:18:01,1899-12-30 11:23:16,612.144288
20210519DBOW1,1899-12-30 10:08:50,1899-12-30 10:13:54,NA
20210519DBOW2,1899-12-30 10:17:53,1899-12-30 10:23:17,996.79392
20210519DBOW3,1899-12-30 10:26:50,1899-12-30 10:31:52,1160.25984
20210519EMC3NS,1899-12-30 13:50:48,1899-12-30 13:57:37,769.533408
20210519EMC3OW,1899-12-30 13:42:25,1899-12-30 13:48:07,1134.00864
20210519EMC4NS,1899-12-30 14:01:00,1899-12-30 14:12:19,1321.06104
20210519EMC4OW,1899-12-30 13:20:47,1899-12-30 13:31:12,1985.71392
20210519GBC2NS,1899-12-30 15:39:58,1899-12-30 15:45:50,678.2752858
20210519GBC2OW,1899-12-30 15:31:09,1899-12-30 15:36:40,NA
20210603DSCT1NS,1899-12-30 13:12:25,1899-12-30 13:17:26,574.3872
20210603DSCT1OW,1899-12-30 13:21:34,1899-12-30 13:26:59,937.97856
20210603DSCT2NS,1899-12-30 12:15:19,1899-12-30 12:20:18,560.008512
20210603DSCT2NS2,1899-12-30 12:26:44,1899-12-30 12:31:46,564.527808
20210603DSCT2OW,1899-12-30 11:06:29,1899-12-30 11:19:44,2657.59488
20210603DSCT3OW,1899-12-30 11:23:56,1899-12-30 11:28:58,926.21664
20210603DSCT3OW2,1899-12-30 11:30:35,1899-12-30 11:35:40,784.99296
20210603DSCT4OW,1899-12-30 11:50:21,1899-12-30 11:54:54,828.68256
20210603DSCT4OW2,1899-12-30 11:58:25,1899-12-30 12:03:36,824.109408
20210604EMC3NS,1899-12-30 12:10:30,1899-12-30 12:18:32,735.438528
20210604EMC3OW,1899-12-30 11:59:58,1899-12-30 12:06:53,1949.31072
20210604EMC4NS,1899-12-30 12:24:46,1899-12-30 12:39:24,1430.838864
20210604EMC4OW,1899-12-30 11:39:08,1899-12-30 11:48:51,NA
20210604GBC2NS,1899-12-30 09:43:25,1899-12-30 09:50:02,587.215728
20210604GBC2OW,1899-12-30 09:31:46,1899-12-30 09:37:03,1041.67584
20210616DSCT1NS,1899-12-30 13:01:28,1899-12-30 13:06:00,708.297408
20210616DSCT1OW,1899-12-30 13:11:27,1899-12-30 13:16:55,684.10224
20210616DSCT2NS,1899-12-30 12:28:40,1899-12-30 12:34:05,539.583552
20210616DSCT2NS2,1899-12-30 12:42:31,1899-12-30 12:47:32,402.84864
20210616DSCT2OW,1899-12-30 11:12:39,1899-12-30 11:19:44,2018.06208
20210616DSCT3OW,1899-12-30 11:28:05,1899-12-30 11:31:42,443.874816
20210616DSCT3OW2,1899-12-30 11:36:19,1899-12-30 11:42:18,757.57032
20210616DSCT4OW,1899-12-30 11:57:30,1899-12-30 12:05:07,729.058752
20210616DSCT4OW2,1899-12-30 12:10:14,1899-12-30 12:15:37,514.500624
20210617DBNS1,1899-12-30 10:11:27,1899-12-30 10:16:36,489.660336
20210617DBNS2,1899-12-30 10:22:44,1899-12-30 10:26:46,412.07616
20210617DBNS3,1899-12-30 09:58:01,1899-12-30 10:03:12,459.108864
20210617DBOW1,1899-12-30 09:20:15,1899-12-30 09:25:23,1021.7952
20210617DBOW2,1899-12-30 09:31:11,1899-12-30 09:36:24,1055.7648
20210617DBOW3,1899-12-30 09:45:34,1899-12-30 09:51:05,1103.39136
20210617EMC3NS,1899-12-30 11:57:18,1899-12-30 12:05:25,1093.012416
20210617EMC3OW,1899-12-30 11:48:06,1899-12-30 11:54:11,1311.50304
20210617EMC4NS,1899-12-30 12:14:04,1899-12-30 12:28:57,1668.58488
20210617EMC4OW,1899-12-30 11:26:26,1899-12-30 11:35:11,1985.26464
20210617GBC2NS,1899-12-30 13:55:12,1899-12-30 14:02:25,872.169984
20210617GBC2OW,1899-12-30 13:46:16,1899-12-30 13:51:42,1161.12672
20210630DSCT1NS,1899-12-30 09:59:38,1899-12-30 10:06:09,NA
20210630DSCT1OW,1899-12-30 10:12:29,1899-12-30 10:17:49,1212.85152
20210630DSCT2NS,1899-12-30 11:17:33,1899-12-30 11:23:12,609.36624
20210630DSCT2NS2,1899-12-30 11:30:45,1899-12-30 11:35:46,417.5943552
20210630DSCT2OW,1899-12-30 11:03:30,1899-12-30 11:13:59,1469.90304
20210630DSCT3OW,1899-12-30 10:29:43,1899-12-30 10:34:54,770.112
20210630DSCT3OW2,1899-12-30 10:39:45,1899-12-30 10:44:48,775.59552
20210630DSCT4OW,1899-12-30 11:41:43,1899-12-30 11:46:43,458.07696
20210630DSCT4OW2,1899-12-30 11:49:43,1899-12-30 11:54:50,696.1032
20210701EMC3NS,1899-12-30 10:18:46,1899-12-30 10:27:38,1027.25496
20210701EMC3OW,1899-12-30 10:08:14,1899-12-30 10:15:44,1454.20992
20210701EMC4NS,1899-12-30 10:34:01,1899-12-30 10:48:43,1388.965968
20210701EMC4OW,1899-12-30 09:48:55,1899-12-30 09:58:08,1912.38624
20210701GBC2NS,1899-12-30 14:06:39,1899-12-30 14:14:36,757.917216
20210701GBC2OW,1899-12-30 13:56:53,1899-12-30 14:03:06,1070.64
20210720DSCT1OW,1899-12-30 10:10:50,1899-12-30 10:14:59,695.876688
20210720DSCT2NS,1899-12-30 10:36:40,1899-12-30 10:41:29,441.118656
20210720DSCT2NS2,1899-12-30 10:45:20,1899-12-30 10:50:57,460.225152
20210720DSCT2OW,1899-12-30 10:23:09,1899-12-30 10:33:07,2517.36768
20210720DSCT1NS,,,
20210720DSCT3OW2,1899-12-30 11:36:02,1899-12-30 11:41:05,760.33152
20210720DSCT3OW,1899-12-30 11:36:02,1899-12-30 11:41:05,855.37296
20210720DSCT4OW,1899-12-30 10:56:45,1899-12-30 11:01:53,615.78288
20210720DSCT4OW2,1899-12-30 11:05:35,1899-12-30 11:10:33,753.3324
20210721DBNS1,1899-12-30 12:56:04,1899-12-30 13:00:59,NA
20210721DBNS2,1899-12-30 13:06:47,1899-12-30 13:11:03,NA
20210721DBNS3,1899-12-30 12:46:05,1899-12-30 12:50:41,NA
20210721DBOW1,1899-12-30 12:22:11,1899-12-30 12:25:16,NA
20210721DBOW2,1899-12-30 12:37:43,1899-12-30 12:41:42,NA
20210721DBOW3,1899-12-30 12:28:51,1899-12-30 12:33:56,NA
20210721EMC3NS,1899-12-30 10:23:56,1899-12-30 10:36:23,983.0916864
20210721EMC3OW,1899-12-30 10:16:27,1899-12-30 10:23:23,1431.81504
20210721EMC4NS,1899-12-30 10:40:43,1899-12-30 10:55:17,1396.322928
20210721EMC4OW,1899-12-30 09:56:58,1899-12-30 10:07:14,1898.3376
20210721GBC2NS,1899-12-30 14:05:43,1899-12-30 14:14:46,NA
20210721GBC2OW,1899-12-30 13:58:02,1899-12-30 14:02:57,NA
20210803DSCT1NS,1899-12-30 13:07:29,1899-12-30 01:12:46,425.284992
20210803DSCT1OW,1899-12-30 13:15:17,1899-12-30 01:20:44,685.768032
20210803DSCT2NS,1899-12-30 11:15:44,1899-12-30 11:20:23,435.0167078
20210803DSCT2NS2,1899-12-30 11:27:13,1899-12-30 11:32:14,580.610304
20210803DSCT2OW,1899-12-30 12:08:26,1899-12-30 12:25:12,2582.24112
20210803DSCT3OW,1899-12-30 12:31:32,1899-12-30 12:35:32,625.914432
20210803DSCT3OW2,1899-12-30 12:37:41,1899-12-30 12:46:07,1071.385344
20210803DSCT4OW,1899-12-30 11:38:36,1899-12-30 11:44:55,807.147936
20210803DSCT4OW2,1899-12-30 11:48:01,1899-12-30 11:24:01,980.00064
20210804DBNS1,1899-12-30 13:12:49,1899-12-30 13:16:41,NA
20210804DBNS2,1899-12-30 13:22:16,1899-12-30 13:29:35,NA
20210804DBNS3,1899-12-30 13:02:13,1899-12-30 13:08:59,NA
20210804DBOW1,1899-12-30 12:43:06,1899-12-30 12:48:56,NA
20210804DBOW2,1899-12-30 12:52:38,1899-12-30 12:57:09,NA
20210804DBOW3,1899-12-30 12:36:53,1899-12-30 12:40:42,NA
20210804EMC3NS,1899-12-30 10:54:45,1899-12-30 11:04:04,1055.55456
20210804EMC3OW,1899-12-30 10:46:40,1899-12-30 10:53:06,1385.3232
20210804EMC4NS,1899-12-30 11:06:49,1899-12-30 11:21:50,1467.805133
20210804EMC4OW,1899-12-30 10:25:24,1899-12-30 10:34:29,1740.5424
20210804GBC2NS,1899-12-30 14:20:25,1899-12-30 14:30:30,NA
20210804GBC2OW,1899-12-30 14:12:53,1899-12-30 14:18:20,NA
20210818DSCT1NS,1899-12-30 12:31:42,1899-12-30 12:36:53,692.01864
20210818DSCT1OW,1899-12-30 12:40:19,1899-12-30 12:44:33,825.005232
20210818DSCT2NS,1899-12-30 11:02:10,1899-12-30 11:07:13,468.388224
20210818DSCT2NS2,1899-12-30 11:10:10,1899-12-30 11:15:14,583.37712
20210818DSCT2OW,1899-12-30 10:48:41,1899-12-30 10:57:17,2799.67104
20210818DSCT3OW,1899-12-30 11:53:39,1899-12-30 11:58:43,883.944
20210818DSCT3OW2,1899-12-30 12:00:30,1899-12-30 12:06:00,918.12384
20210818DSCT4OW,1899-12-30 11:21:51,1899-12-30 11:26:32,978.867072
20210818DSCT4OW2,1899-12-30 11:28:20,1899-12-30 11:34:21,987.427728
20210819DBNS1,1899-12-30 10:51:38,1899-12-30 10:55:21,NA
20210819DBNS2,1899-12-30 11:01:24,1899-12-30 11:07:03,NA
20210819DBNS3,1899-12-30 10:40:58,1899-12-30 10:47:58,NA
20210819DBOW1,1899-12-30 10:25:31,1899-12-30 10:30:27,NA
20210819DBOW2,1899-12-30 10:33:24,1899-12-30 10:37:21,NA
20210819DBOW3,1899-12-30 10:17:25,1899-12-30 10:21:47,NA
20210819EMC3NS,1899-12-30 12:04:19,1899-12-30 12:15:15,NA
20210819EMC3OW,1899-12-30 12:46:02,1899-12-30 12:51:33,NA
20210819EMC4NS,1899-12-30 10:17:16,1899-12-30 10:31:37,NA
20210819EMC4OW,1899-12-30 12:35:12,1899-12-30 12:43:05,NA
20210819GBC2NS,1899-12-30 13:55:55,1899-12-30 14:04:40,NA
20210819GBC2OW,1899-12-30 13:47:09,1899-12-30 13:52:17,NA
20210831DSCT1NS,1899-12-30 12:42:55,1899-12-30 12:48:29,701.453952
20210831DSCT1OW,1899-12-30 12:50:39,1899-12-30 12:56:01,848.36736
20210831DSCT2NS,,,
20210831DSCT2NS2,1899-12-30 11:23:45,1899-12-30 11:28:23,607.299264
20210831DSCT2OW,1899-12-30 10:59:55,1899-12-30 11:08:55,2774.12256
20210831DSCT3OW,1899-12-30 12:07:34,1899-12-30 12:12:31,860.017824
20210831DSCT3OW2,1899-12-30 12:14:10,1899-12-30 12:19:45,947.03904
20210831DSCT4OW,1899-12-30 11:34:25,1899-12-30 11:40:37,929.561472
20210831DSCT4OW2,1899-12-30 11:44:39,1899-12-30 11:50:35,693.411264
20210901DBNS1,1899-12-30 10:50:30,1899-12-30 10:55:32,NA
20210901DBNS2,1899-12-30 10:32:32,1899-12-30 10:36:15,NA
20210901DBNS3,1899-12-30 10:43:20,1899-12-30 10:47:22,NA
20210901DBOW1,1899-12-30 10:14:29,1899-12-30 10:20:15,NA
20210901DBOW2,1899-12-30 10:24:26,1899-12-30 10:29:45,NA
20210901DBOW3,1899-12-30 10:05:05,1899-12-30 10:10:55,NA
20210901EMC3NS,1899-12-30 12:16:44,1899-12-30 12:23:44,NA
20210901EMC3OW,1899-12-30 12:51:22,1899-12-30 12:57:11,NA
20210901EMC4NS,1899-12-30 12:26:21,1899-12-30 12:38:25,NA
20210901EMC4OW,1899-12-30 12:39:50,1899-12-30 12:47:08,NA
20210901GBC2NS,1899-12-30 14:03:42,1899-12-30 14:08:40,NA
20210901GBC2OW,1899-12-30 13:57:33,1899-12-30 14:01:16,NA
20210914DSCT1NS,1899-12-30 14:25:16,1899-12-30 14:30:42,660.19104
20210914DSCT1OW,1899-12-30 14:33:51,1899-12-30 14:39:19,481.38048
20210914DSCT2NS,1899-12-30 12:29:56,1899-12-30 12:35:34,623.91168
20210914DSCT2NS2,1899-12-30 12:50:18,1899-12-30 12:56:21,675.71712
20210914DSCT2OW,1899-12-30 12:14:18,1899-12-30 12:23:36,2836.33632
20210914DSCT3OW,1899-12-30 13:49:59,1899-12-30 13:55:36,565.336512
20210914DSCT3OW2,1899-12-30 13:58:29,1899-12-30 14:05:39,669.904128
20210914DSCT4OW,1899-12-30 13:04:56,1899-12-30 13:12:06,946.18368
20210914DSCT4OW2,1899-12-30 13:16:35,1899-12-30 13:24:24,586.94256
20210914GBC2NS,1899-12-30 10:53:05,1899-12-30 11:00:25,NA
20210914GBC2OW,1899-12-30 10:45:27,1899-12-30 10:50:37,NA
20210920DBNS3,1899-12-30 10:46:45,1899-12-30 10:52:40,NA
20210920DBOW1,1899-12-30 10:39:08,1899-12-30 10:44:24,NA
20210920DBOW2,1899-12-30 10:24:13,1899-12-30 10:30:01,NA
20210920DBOW3,1899-12-30 10:31:13,1899-12-30 10:36:30,NA
20210920EMC3NS,1899-12-30 12:10:39,1899-12-30 12:17:21,NA
20210920EMC3OW,1899-12-30 11:39:29,1899-12-30 11:45:22,NA
20210920EMC4NS,1899-12-30 11:58:05,1899-12-30 12:09:21,NA
20210920GBC2NS,1899-12-30 13:25:27,1899-12-30 13:31:04,NA
20210920GBC2OW,1899-12-30 13:20:19,1899-12-30 13:24:16,NA
20210928DSCT1NS,1899-12-30 12:02:57,1899-12-30 12:08:15,812.635488
20210928DSCT1OW,1899-12-30 12:10:57,1899-12-30 12:15:51,928.35936
20210928DSCT2NS,1899-12-30 13:19:12,1899-12-30 13:24:32,568.02816
20210928DSCT2NS2,1899-12-30 13:11:02,1899-12-30 13:15:24,489.632256
20210928DSCT2OW,1899-12-30 13:27:50,1899-12-30 13:41:20,2677.0896
20210928DSCT3OW,1899-12-30 12:24:11,1899-12-30 12:29:05,734.2056
20210928DSCT3OW2,1899-12-30 12:31:33,1899-12-30 12:35:44,636.952464
20210928DSCT4OW,1899-12-30 12:51:38,1899-12-30 12:53:41,913.644288
20210928DSCT4OW2,1899-12-30 12:57:34,1899-12-30 13:02:16,791.34192
20210929DBNS1,1899-12-30 13:15:00,1899-12-30 13:18:39,NA
20210929DBNS2,1899-12-30 13:22:48,1899-12-30 13:28:37,NA
20210929DBNS3,1899-12-30 13:06:33,1899-12-30 13:12:10,NA
20210929DBOW1,1899-12-30 13:37:44,1899-12-30 13:43:34,NA
20210929DBOW2,1899-12-30 13:31:40,1899-12-30 13:35:54,NA
20210929DBOW3,1899-12-30 13:45:47,1899-12-30 13:50:40,NA
20210929EMC3NS,1899-12-30 11:26:43,1899-12-30 11:35:43,NA
20210929EMC3OW,1899-12-30 12:03:00,1899-12-30 12:09:31,NA
20210929EMC4NS,1899-12-30 11:38:11,1899-12-30 11:49:01,NA
20210929EMC4OW,1899-12-30 11:52:07,1899-12-30 12:00:11,NA
20211013DBNS1,1899-12-30 13:37:30,1899-12-30 13:42:42,835.928352
20211013DBNS2,1899-12-30 13:46:43,1899-12-30 13:52:06,602.154432
20211013DBNS3,1899-12-30 13:27:34,1899-12-30 13:33:16,794.214144
20211013DBOW1,1899-12-30 13:02:55,1899-12-30 13:08:01,1279.98432
20211013DBOW2,1899-12-30 13:10:23,1899-12-30 13:16:35,1073.28384
20211013DBOW3,1899-12-30 13:18:26,1899-12-30 13:23:47,940.36608
20211013DSCT1NS,1899-12-30 10:30:27,1899-12-30 10:35:33,562.381056
20211013DSCT1OW,1899-12-30 10:40:50,1899-12-30 10:46:10,1089.724176
20211013DSCT2NS,1899-12-30 11:04:56,1899-12-30 11:10:27,441.680976
20211013DSCT2NS2,1899-12-30 11:14:42,1899-12-30 11:20:20,628.329312
20211013DSCT2OW,1899-12-30 10:51:34,1899-12-30 11:01:38,2957.73408
20211013DSCT3OW,1899-12-30 11:25:47,1899-12-30 11:34:05,669.04704
20211013DSCT3OW2,1899-12-30 11:46:31,1899-12-30 11:52:00,699.211008
20211013DSCT4OW,1899-12-30 14:06:41,1899-12-30 14:12:05,1223.094528
20211013DSCT4OW2,1899-12-30 14:14:20,1899-12-30 14:19:45,1109.114208
20211013GBC2NS,1899-12-30 12:06:26,1899-12-30 12:12:42,751.11408
20211013GBC2OW,1899-12-30 11:57:17,1899-12-30 12:03:32,1100.56608
20211014EMC3NS,1899-12-30 10:56:50,1899-12-30 11:01:45,NA
20211014EMC3OW,1899-12-30 11:21:49,1899-12-30 11:26:41,NA
20211014EMC4NS,1899-12-30 11:03:27,1899-12-30 11:10:07,NA
20211014EMC4OW,1899-12-30 11:12:31,1899-12-30 11:18:40,NA
20220419DBOW1,1900-01-00 13:28:14,1900-01-00 13:33:20,1088.64
20220419DSCT1NS,1900-01-00 16:41:55,1900-01-00 16:48:06,997.92
20220419DSCT1OW,1900-01-00 16:50:20,1900-01-00 16:55:20,1233.36
20220419DSCT2NS,1900-01-00 16:15:15,1900-01-00 16:19:45,468.7975385
20220419DSCT3OW,1900-01-00 17:03:43,1900-01-00 17:07:41,599.0953846
20220419DSCT3OW2,1900-01-00 17:12:51,1900-01-00 17:18:49,916.992
20220419DSCT4OW,1900-01-00 15:19:11,1900-01-00 15:24:50,735.84
20220419DSCT4OW2,1900-01-00 15:08:18,1900-01-00 15:14:43,705.528
20220419EMC1NS,1900-01-00 12:34:41,1900-01-00 12:38:25,303.264
20220419EMC1OW,1900-01-00 12:24:56,1900-01-00 12:28:52,419.328
20220419EMC2NS,1900-01-00 12:42:49,1900-01-00 12:46:15,331.344
20220419EMC2OW,1900-01-00 12:11:15,1900-01-00 12:15:42,525.312
20220419EMC3NS,1900-01-00 12:52:15,1900-01-00 13:00:57,838.08
20220419EMC3OW,1900-01-00 11:52:07,1900-01-00 12:00:21,1318.752
20220419EMC4NS,1900-01-00 13:05:46,1900-01-00 13:13:16,1030.176
20220419EMC4OW,1900-01-00 11:31:48,1900-01-00 11:43:51,2079.36
20220419GBC1NS,1900-01-00 14:18:32,1900-01-00 14:23:55,434.88
20220419GBC1OW,1900-01-00 14:06:39,1900-01-00 14:13:14,842.4
20220419GBC2NS,1900-01-00 14:29:34,1900-01-00 14:33:42,432
20220419GBC2OW,1900-01-00 13:51:24,1900-01-00 13:59:27,1362.528
20220421DBNS1,1900-01-00 11:59:10,1900-01-00 12:04:10,566.784
20220421DBNS2,1900-01-00 12:15:20,1900-01-00 12:20:35,569.088
20220421DBNS3,1900-01-00 11:47:33,1900-01-00 11:52:42,617.76
20220421DBOW2,1900-01-00 11:19:31,1900-01-00 11:24:23,964.8
20220421DBOW3,1900-01-00 11:34:21,1900-01-00 11:40:03,1074.24
20220421DSCT2NS2,1900-01-00 12:34:57,1900-01-00 12:41:53,657.216
20220421DSCT2OW,1900-01-00 12:46:50,1900-01-00 12:53:35,2422.08
20220502DBNS1,1900-01-00 12:47:46,1900-01-00 12:51:44,562.176
20220502DBNS2,1900-01-00 12:12:39,1900-01-00 12:18:02,588.672
20220502DBNS3,1900-01-00 12:32:49,1900-01-00 12:37:35,785.664
20220502DBOW1,1900-01-00 12:04:17,1900-01-00 12:09:27,1091.52
20220502DBOW2,1900-01-00 12:40:35,1900-01-00 12:46:21,950.4
20220502DBOW3,1900-01-00 12:24:02,1900-01-00 12:30:17,1638.72
20220502DSCT1NS,1900-01-00 13:41:03,1900-01-00 13:46:07,544.32
20220502DSCT1OW,1900-01-00 13:48:41,1900-01-00 13:53:10,580.32
20220502DSCT2NS,1900-01-00 11:26:43,1900-01-00 11:32:08,578.448
20220502DSCT2NS2,1900-01-00 11:36:24,1900-01-00 11:40:50,418.608
20220502DSCT2OW,1900-01-00 11:50:29,1900-01-00 11:55:40,1915.2
20220502DSCT3OW,1900-01-00 13:25:54,1900-01-00 13:31:11,555.984
20220502DSCT3OW2,1900-01-00 13:18:48,1900-01-00 13:22:06,186.624
20220502DSCT4OW,1900-01-00 10:18:02,1900-01-00 10:23:47,824.6674286
20220502DSCT4OW2,1900-01-00 10:26:12,1900-01-00 10:31:19,491.04
20220502GBC1NS,1900-01-00 10:56:38,1900-01-00 11:00:29,285.12
20220502GBC1OW,1900-01-00 10:49:15,1900-01-00 10:54:24,1008
20220502GBC2NS,1900-01-00 11:03:05,1900-01-00 11:11:26,835.2
20220502GBC2OW,1900-01-00 10:35:35,1900-01-00 10:43:16,1405.44
20220519DBNS1,1900-01-00 15:51:46,1900-01-00 15:56:24,1015.92
20220519DBNS2,1900-01-00 10:53:55,1900-01-00 10:59:06,469.728
20220519DBNS3,1900-01-00 10:34:43,1900-01-00 10:39:49,887.04
20220519DBOW1,1900-01-00 10:43:52,1900-01-00 10:49:08,1094.4
20220519DBOW2,1900-01-00 16:00:58,1900-01-00 16:05:59,1275.84
20220519DBOW3,1900-01-00 16:07:16,1900-01-00 16:12:07,1370.88
20220519DSCT1NS,1900-01-00 16:23:00,1900-01-00 16:28:37,720.576
20220519DSCT1OW,1900-01-00 16:31:43,1900-01-00 16:37:01,709.92
20220519DSCT2NS,1900-01-00 15:33:12,1900-01-00 15:38:10,504.576
20220519DSCT2NS2,1900-01-00 15:41:08,1900-01-00 15:45:26,478.08
20220519DSCT2OW,1900-01-00 15:19:49,1900-01-00 15:30:19,2554.56
20220519DSCT3OW,1900-01-00 10:16:34,1900-01-00 10:21:16,518.4
20220519DSCT3OW2,1900-01-00 10:24:00,1900-01-00 10:27:59,342.72
20220519DSCT4OW,1900-01-00 12:50:14,1900-01-00 12:52:28,1092.96
20220519DSCT4OW2,1900-01-00 12:42:09,1900-01-00 12:47:17,834.912
20220519EMC1NS,1900-01-00 14:38:01,1900-01-00 14:41:20,318.528
20220519EMC1OW,1900-01-00 14:30:43,1900-01-00 14:34:03,276.192
20220519EMC2NS,1900-01-00 14:43:53,1900-01-00 14:47:41,318.24
20220519EMC2OW,1900-01-00 14:19:26,1900-01-00 14:23:53,806.112
20220519EMC3NS,1900-01-00 14:50:13,1900-01-00 14:55:46,620.64
20220519EMC3OW,1900-01-00 14:04:42,1900-01-00 14:11:53,1463.04
20220519EMC4NS,1900-01-00 14:59:04,1900-01-00 15:07:00,1249.92
20220519EMC4OW,1900-01-00 13:42:59,1900-01-00 13:53:43,2134.08
20220519GBC1NS,1900-01-00 12:07:31,1900-01-00 12:12:32,450.72
20220519GBC1OW,1900-01-00 11:59:47,1900-01-00 12:12:27,979.2
20220519GBC2NS,1900-01-00 12:16:47,1900-01-00 12:22:15,505.44
20220519GBC2OW,1900-01-00 11:42:07,1900-01-00 11:49:59,63.36
