skeleton,start_time,end_time,volume
20220601DBNS1,1900-01-00 15:26:36,1900-01-00 15:31:57,760.32
20220601DBNS2,1900-01-00 14:51:19,1900-01-00 14:56:26,526.032
20220601DBNS3,1900-01-00 15:10:12,1900-01-00 15:15:13,827.424
20220601DBOW1,1900-01-00 14:41:45,1900-01-00 14:47:30,1195.2
20220601DBOW2,1900-01-00 15:18:55,1900-01-00 15:24:14,1229.76
20220601DBOW3,1900-01-00 15:00:24,1900-01-00 15:05:28,1264.32
20220601DSCT1NS,1900-01-00 16:23:38,1900-01-00 16:28:48,615.168
20220601DSCT1OW,1900-01-00 16:11:00,1900-01-00 16:16:11,800.64
20220601DSCT2NS,1900-01-00 16:46:14,1900-01-00 16:51:37,425.52
20220601DSCT2NS2,1900-01-00 17:00:02,1900-01-00 17:03:31,293.904
20220601DSCT2OW,1900-01-00 16:35:20,1900-01-00 16:43:13,2767.68
20220601DSCT3OW,1900-01-00 15:45:30,1900-01-00 15:49:49,527.904
20220601DSCT3OW2,1900-01-00 15:52:26,1900-01-00 15:55:54,293.76
20220601DSCT4OW,1900-01-00 11:20:05,1900-01-00 11:26:45,522.72
20220601DSCT4OW2,1900-01-00 11:34:04,1900-01-00 11:39:22,432
20220601EMC1NS,1900-01-00 13:46:07,1900-01-00 13:49:10,310.752
20220601EMC1OW,1900-01-00 13:37:10,1900-01-00 13:41:56,368.928
20220601EMC2NS,1900-01-00 13:51:25,1900-01-00 13:54:26,342.576
20220601EMC2OW,1900-01-00 13:25:46,1900-01-00 13:30:26,566.496
20220601EMC3NS,1900-01-00 13:57:00,1900-01-00 14:03:24,748.8
20220601EMC3OW,1900-01-00 13:12:13,1900-01-00 13:19:38,1333.44
20220601EMC4NS,1900-01-00 14:05:49,1900-01-00 14:11:43,866.88
20220601EMC4OW,1900-01-00 12:56:56,1900-01-00 13:08:04,2001.6
20220601GBC1NS,1900-01-00 12:16:10,1900-01-00 12:21:48,552.24
20220601GBC1OW,1900-01-00 12:06:39,1900-01-00 12:12:12,709.92
20220601GBC2NS,1900-01-00 12:24:30,1900-01-00 12:29:21,635.04
20220601GBC2OW,1900-01-00 11:51:00,1900-01-00 11:59:17,1031.04
20220616DBNS1,1900-01-00 12:19:29,1900-01-00 12:24:08,678.24
20220616DBNS2,1900-01-00 11:50:57,1900-01-00 11:55:29,565.92
20220616DBNS3,1900-01-00 12:05:35,1900-01-00 12:10:18,872.64
20220616DBOW1,1900-01-00 11:42:41,1900-01-00 11:47:48,927.792
20220616DBOW2,1900-01-00 12:12:43,1900-01-00 12:17:43,819.072
20220616DBOW3,1900-01-00 11:58:22,1900-01-00 12:03:23,1153.44
20220616DSCT1NS,1900-01-00 15:35:59,1900-01-00 15:41:17,681.984
20220616DSCT1OW,1900-01-00 15:46:10,1900-01-00 15:50:58,1220.832
20220616DSCT2NS,1900-01-00 14:58:03,1900-01-00 15:03:28,456.48
20220616DSCT2NS2,1900-01-00 15:07:07,1900-01-00 15:12:07,503.712
20220616DSCT2OW,1900-01-00 15:17:57,1900-01-00 15:27:45,2260.224
20220616DSCT3OW,1900-01-00 11:26:30,1900-01-00 11:31:08,431.424
20220616DSCT3OW2,1900-01-00 11:32:58,1900-01-00 11:36:35,243.36
20220616DSCT4OW,1900-01-00 10:05:52,1900-01-00 10:12:02,784.224
20220616DSCT4OW2,1900-01-00 10:15:10,1900-01-00 10:20:18,618.624
20220616EMC1NS,1900-01-00 13:59:11,1900-01-00 14:02:29,250.56
20220616EMC1OW,1900-01-00 13:52:12,1900-01-00 13:57:05,433.3090909
20220616EMC2NS,1900-01-00 14:06:17,1900-01-00 14:10:33,313.92
20220616EMC2OW,1900-01-00 13:36:07,1900-01-00 13:40:54,668.16
20220616EMC3NS,1900-01-00 14:13:14,1900-01-00 14:20:15,679.104
20220616EMC3OW,1900-01-00 13:17:10,1900-01-00 13:24:54,1382.4
20220616EMC4NS,1900-01-00 14:26:32,1900-01-00 14:36:36,891.648
20220616EMC4OW,1900-01-00 12:57:03,1900-01-00 13:05:45,1705.536
20220616GBC1NS,1900-01-00 10:54:47,1900-01-00 10:57:17,190.08
20220616GBC1OW,1900-01-00 10:46:48,1900-01-00 10:52:13,727.056
20220616GBC2NS,1900-01-00 11:02:17,1900-01-00 11:07:09,559.872
20220616GBC2OW,1900-01-00 10:29:36,1900-01-00 10:36:08,927.792
20220628DBNS1,1900-01-00 14:16:13,1900-01-00 14:21:14,811.008
20220628DBNS2,1900-01-00 13:42:46,1900-01-00 13:47:40,606.816
20220628DBNS3,1900-01-00 14:00:21,1900-01-00 14:05:31,952.128
20220628DBOW1,1900-01-00 13:33:09,1900-01-00 13:39:41,1187.424
20220628DBOW2,1900-01-00 14:08:56,1900-01-00 14:14:11,1140.48
20220628DBOW3,1900-01-00 13:50:55,1900-01-00 13:55:58,1226.88
20220628DSCT1NS,1900-01-00 15:31:57,1900-01-00 15:37:05,391.248
20220628DSCT1OW,1900-01-00 15:41:45,1900-01-00 15:46:32,843.264
20220628DSCT2NS,1900-01-00 15:03:50,1900-01-00 15:08:56,393.12
20220628DSCT2NS2,1900-01-00 15:12:06,1900-01-00 15:17:21,560.448
20220628DSCT2OW,1900-01-00 14:52:21,1900-01-00 14:59:48,2399.04
20220628DSCT3OW,1900-01-00 14:44:12,1900-01-00 14:49:11,598.752
20220628DSCT3OW2,1900-01-00 14:38:18,1900-01-00 14:41:53,313.344
20220628DSCT4OW,1900-01-00 09:38:14,1900-01-00 09:45:51,765.504
20220628DSCT4OW2,1900-01-00 09:48:43,1900-01-00 09:54:05,689.472
20220628EMC1NS,1900-01-00 12:27:47,1900-01-00 12:31:43,320.112
20220628EMC1OW,1900-01-00 12:19:43,1900-01-00 12:24:28,472.32
20220628EMC2NS,1900-01-00 12:37:15,1900-01-00 12:41:49,391.248
20220628EMC2OW,1900-01-00 12:05:17,1900-01-00 12:10:53,751.68
20220628EMC3NS,1900-01-00 12:47:05,1900-01-00 12:54:31,769.392
20220628EMC3OW,1900-01-00 11:44:10,1900-01-00 11:52:01,1376.64
20220628EMC4NS,1900-01-00 12:58:57,1900-01-00 13:08:01,1098.72
20220628EMC4OW,1900-01-00 11:21:07,1900-01-00 11:28:50,1817.28
20220628GBC1NS,1900-01-00 10:35:35,1900-01-00 10:41:24,544.32
20220628GBC1OW,1900-01-00 10:23:16,1900-01-00 10:31:12,1152
20220628GBC2NS,1900-01-00 10:46:50,1900-01-00 10:52:07,610.272
20220628GBC2OW,1900-01-00 10:05:04,1900-01-00 10:08:35,1140.48
20220713DBNS1,1900-01-00 13:33:19,1900-01-00 13:38:19,898.56
20220713DBNS2,1900-01-00 13:06:08,1900-01-00 13:11:11,693.36
20220713DBNS3,1900-01-00 13:23:30,1900-01-00 13:28:33,982.08
20220713DBOW1,1900-01-00 12:54:53,1900-01-00 12:59:54,998.64
20220713DBOW2,1900-01-00 13:41:04,1900-01-00 13:46:06,1180.8
20220713DBOW3,1900-01-00 13:15:05,1900-01-00 13:20:08,1226.88
20220713DSCT1NS,1900-01-00 15:21:45,1900-01-00 15:26:55,665.28
20220713DSCT1OW,1900-01-00 15:29:09,1900-01-00 15:33:32,822.528
20220713DSCT2NS,1900-01-00 14:22:09,1900-01-00 14:27:13,424.944
20220713DSCT2NS2,1900-01-00 14:30:39,1900-01-00 14:35:26,626.976
20220713DSCT2OW,1900-01-00 14:13:31,1900-01-00 14:19:27,2301.12
20220713DSCT3OW,1900-01-00 14:03:04,1900-01-00 14:07:56,697.248
20220713DSCT3OW2,1900-01-00 13:55:02,1900-01-00 14:06:00,717.264
20220713DSCT4OW,1900-01-00 14:54:28,1900-01-00 15:00:43,813.888
20220713DSCT4OW2,1900-01-00 14:45:42,1900-01-00 14:50:39,650.16
20220713EMC1NS,1900-01-00 11:30:56,1900-01-00 11:36:00,400.608
20220713EMC1OW,1900-01-00 11:24:26,1900-01-00 11:28:49,527.04
20220713EMC2NS,1900-01-00 11:40:16,1900-01-00 11:43:40,318.24
20220713EMC2OW,1900-01-00 11:12:36,1900-01-00 11:17:10,722.88
20220713EMC3NS,1900-01-00 11:46:57,1900-01-00 11:52:28,582.336
20220713EMC3OW,1900-01-00 10:59:14,1900-01-00 11:05:34,1252.8
20220713EMC4NS,1900-01-00 11:55:26,1900-01-00 12:04:47,881.28
20220713EMC4OW,1900-01-00 10:40:48,1900-01-00 10:51:52,2053.44
20220713GBC1NS,1900-01-00 09:54:48,1900-01-00 10:00:48,476.64
20220713GBC1OW,1900-01-00 09:46:01,1900-01-00 09:52:29,937.584
20220713GBC2NS,1900-01-00 10:05:04,1900-01-00 10:10:22,615.888
20220713GBC2OW,1900-01-00 09:31:26,1900-01-00 09:38:33,1108.8
20220728DBNS1,1900-01-00 13:37:40,1900-01-00 13:43:00,842.112
20220728DBNS2,1900-01-00 13:11:38,1900-01-00 13:17:00,584.064
20220728DBNS3,1900-01-00 13:28:04,1900-01-00 13:33:18,834.624
20220728DBOW1,1900-01-00 13:03:03,1900-01-00 13:08:26,912.96
20220728DBOW2,1900-01-00 13:45:04,1900-01-00 13:50:19,1209.6
20220728DBOW3,1900-01-00 13:19:40,1900-01-00 13:24:52,1010.88
20220728DSCT1NS,1900-01-00 14:59:02,1900-01-00 15:04:42,808.704
20220728DSCT1OW,1900-01-00 15:08:36,1900-01-00 15:13:19,940.032
20220728DSCT2NS,1900-01-00 14:32:20,1900-01-00 14:38:05,495.936
20220728DSCT2NS2,1900-01-00 14:41:24,1900-01-00 14:46:30,561.6
20220728DSCT2OW,1900-01-00 14:22:02,1900-01-00 14:29:45,2082.24
20220728DSCT3OW,1900-01-00 14:11:21,1900-01-00 14:18:51,555.12
20220728DSCT3OW2,1900-01-00 14:02:20,1900-01-00 14:07:39,829.872
20220728DSCT4OW,1900-01-00 09:28:15,1900-01-00 09:35:09,844.56
20220728DSCT4OW2,1900-01-00 09:37:50,1900-01-00 09:42:52,653.184
20220728EMC1NS,1900-01-00 11:48:43,1900-01-00 11:52:37,303.264
20220728EMC1OW,1900-01-00 11:41:10,1900-01-00 11:46:40,467.712
20220728EMC2NS,1900-01-00 11:57:18,1900-01-00 12:01:27,398.736
20220728EMC2OW,1900-01-00 11:28:02,1900-01-00 11:33:14,668.16
20220728EMC3NS,1900-01-00 12:04:32,1900-01-00 12:11:03,707.616
20220728EMC3OW,1900-01-00 11:15:41,1900-01-00 11:21:51,1258.56
20220728EMC4NS,1900-01-00 12:14:38,1900-01-00 12:24:47,1139.04
20220728EMC4OW,1900-01-00 11:00:49,1900-01-00 11:09:26,1661.76
20220728GBC1NS,1900-01-00 10:15:36,1900-01-00 10:20:54,554.112
20220728GBC1OW,1900-01-00 10:06:37,1900-01-00 10:13:25,792.576
20220728GBC2NS,1900-01-00 10:24:12,1900-01-00 10:28:32,527.904
20220728GBC2OW,1900-01-00 09:51:56,1900-01-00 09:59:20,1203.84
20220810DBNS1,1900-01-00 12:50:34,1900-01-00 12:55:14,600.48
20220810DBNS2,1900-01-00 12:17:26,1900-01-00 12:22:10,652.32
20220810DBNS3,1900-01-00 12:34:12,1900-01-00 12:39:11,775.44
20220810DBOW1,1900-01-00 12:09:36,1900-01-00 12:14:33,917.568
20220810DBOW2,1900-01-00 12:42:59,1900-01-00 12:47:41,737.28
20220810DBOW3,1900-01-00 12:26:38,1900-01-00 12:31:21,1019.52
20220810DSCT1NS,1900-01-00 16:01:36,1900-01-00 16:05:57,565.92
20220810DSCT1OW,1900-01-00 16:11:12,1900-01-00 16:15:11,753.408
20220810DSCT2NS,1900-01-00 14:35:56,1900-01-00 14:40:55,407.808
20220810DSCT2NS2,1900-01-00 14:47:18,1900-01-00 14:52:13,584.64
20220810DSCT2OW,1900-01-00 14:22:54,1900-01-00 14:31:43,2995.2
20220810DSCT3OW,1900-01-00 15:32:43,1900-01-00 15:37:07,731.52
20220810DSCT3OW2,1900-01-00 15:40:31,1900-01-00 15:44:55,720
20220810DSCT4OW,1900-01-00 14:59:32,1900-01-00 15:04:16,987.84
20220810DSCT4OW2,1900-01-00 15:08:10,1900-01-00 15:12:16,848.16
20220810GBC1NS,1900-01-00 11:31:39,1900-01-00 11:37:42,612.144
20220810GBC1OW,1900-01-00 11:22:00,1900-01-00 11:29:01,760.32
20220810GBC2NS,1900-01-00 11:42:06,1900-01-00 11:47:14,659.232
20220810GBC2OW,1900-01-00 11:04:01,1900-01-00 11:11:08,1005.12
20220812EMC1NS,1900-01-00 13:04:25,1900-01-00 13:09:20,321.1776
20220812EMC1OW,1900-01-00 12:43:06,1900-01-00 12:46:52,345.6
20220812EMC2NS,1900-01-00 13:12:51,1900-01-00 13:17:40,379.9296
20220812EMC2OW,1900-01-00 12:34:49,1900-01-00 12:41:04,628.56
20220812EMC3NS,1900-01-00 13:29:28,1900-01-00 13:41:28,904.7808
20220812EMC3OW,1900-01-00 12:23:37,1900-01-00 12:31:57,1408.32
20220812EMC4NS,1900-01-00 13:47:51,1900-01-00 14:03:10,1269.7344
20220812EMC4OW,1900-01-00 12:08:56,1900-01-00 12:19:52,1843.2
20220825DBNS1,1900-01-00 13:22:17,1900-01-00 13:28:00,816.48
20220825DBNS2,1900-01-00 13:11:38,1900-01-00 13:16:44,684.72
20220825DBNS3,1900-01-00 12:52:59,1900-01-00 12:57:46,959.04
20220825DBOW1,1900-01-00 12:16:04,1900-01-00 12:21:25,1200.96
20220825DBOW2,1900-01-00 13:34:01,1900-01-00 13:39:20,1008
20220825DBOW3,1900-01-00 13:01:00,1900-01-00 13:06:51,976.32
20220825DSCT1NS,1900-01-00 15:38:53,1900-01-00 15:43:45,479.232
20220825DSCT1OW,1900-01-00 15:47:32,1900-01-00 15:54:00,993.6
20220825DSCT2NS,1900-01-00 14:31:24,1900-01-00 14:36:34,578.88
20220825DSCT2NS2,1900-01-00 14:21:57,1900-01-00 14:27:01,499.824
20220825DSCT2OW,1900-01-00 14:11:08,1900-01-00 14:19:02,1906.56
20220825DSCT3OW,1900-01-00 13:57:10,1900-01-00 14:01:47,536.112
20220825DSCT3OW2,1900-01-00 13:45:52,1900-01-00 13:51:13,700.416
20220825DSCT4OW,1900-01-00 14:47:36,1900-01-00 14:54:33,794.304
20220825DSCT4OW2,1900-01-00 14:57:50,1900-01-00 15:03:00,619.2
20220825EMC1NS,1900-01-00 10:05:43,1900-01-00 10:09:32,321.984
20220825EMC1OW,1900-01-00 09:58:10,1900-01-00 10:03:13,504
20220825EMC2NS,1900-01-00 10:14:04,1900-01-00 10:17:32,329.472
20220825EMC2OW,1900-01-00 09:47:55,1900-01-00 09:52:59,768.96
20220825EMC3NS,1900-01-00 10:19:56,1900-01-00 10:27:59,672.192
20220825EMC3OW,1900-01-00 09:34:16,1900-01-00 09:42:06,1304.64
20220825EMC4NS,1900-01-00 10:30:24,1900-01-00 10:37:30,943.92
20220825EMC4OW,1900-01-00 09:19:42,1900-01-00 09:29:57,1609.92
20220825GBC1NS,1900-01-00 11:34:43,1900-01-00 11:40:30,506.304
20220825GBC1OW,1900-01-00 11:25:30,1900-01-00 11:30:34,904.32
20220825GBC2NS,1900-01-00 11:52:19,1900-01-00 11:57:38,635.04
20220825GBC2OW,1900-01-00 10:59:13,1900-01-00 11:08:11,1097.28
20220908DBNS1,1900-01-00 12:35:20,1900-01-00 12:40:30,668.736
20220908DBNS2,1900-01-00 11:38:16,1900-01-00 11:44:00,773.28
20220908DBNS3,1900-01-00 11:53:50,1900-01-00 11:59:08,730.08
20220908DBOW1,1900-01-00 11:28:26,1900-01-00 11:33:47,967.68
20220908DBOW2,1900-01-00 12:45:10,1900-01-00 12:50:16,1048.32
20220908DBOW3,1900-01-00 11:46:32,1900-01-00 11:51:38,1175.04
20220908DSCT1NS,1900-01-00 14:12:33,1900-01-00 14:17:39,600.768
20220908DSCT1OW,1900-01-00 14:22:10,1900-01-00 14:27:25,568.08
20220908DSCT2NS,1900-01-00 13:23:59,1900-01-00 13:29:09,435.456
20220908DSCT2NS2,1900-01-00 13:32:40,1900-01-00 13:37:46,512.928
20220908DSCT2OW,1900-01-00 13:13:36,1900-01-00 13:20:53,2465.900308
20220908DSCT3OW,1900-01-00 13:04:35,1900-01-00 13:09:48,642.816
20220908DSCT3OW2,1900-01-00 12:56:19,1900-01-00 13:00:39,653.76
20220908DSCT4OW,1900-01-00 13:42:08,1900-01-00 13:47:20,879.12
20220908DSCT4OW2,1900-01-00 13:49:08,1900-01-00 13:53:49,699.552
20220908EMC1NS,1900-01-00 09:37:32,1900-01-00 09:41:14,314.496
20220908EMC1OW,1900-01-00 09:30:07,1900-01-00 09:35:05,433.152
20220908EMC2NS,1900-01-00 09:45:06,1900-01-00 09:48:00,285.12
20220908EMC2OW,1900-01-00 09:16:42,1900-01-00 09:22:24,670.464
20220908EMC3NS,1900-01-00 09:51:30,1900-01-00 09:57:56,598.752
20220908EMC3OW,1900-01-00 09:01:58,1900-01-00 09:08:51,1183.68
20220908EMC4NS,1900-01-00 10:00:11,1900-01-00 10:07:01,840.528
20220908EMC4OW,1900-01-00 08:43:02,1900-01-00 08:53:24,1906.56
20220908GBC1NS,1900-01-00 10:56:12,1900-01-00 11:01:19,520.416
20220908GBC1OW,1900-01-00 10:47:23,1900-01-00 10:52:47,598.32
20220908GBC2NS,1900-01-00 11:04:22,1900-01-00 11:10:11,679.536
20220908GBC2OW,1900-01-00 10:33:03,1900-01-00 10:39:00,967.68
20220922DBNS1,1900-01-00 12:02:53,1900-01-00 12:07:52,785.376
20220922DBNS2,1900-01-00 11:18:13,1900-01-00 11:23:07,578.304
20220922DBNS3,1900-01-00 11:35:12,1900-01-00 11:41:48,838.08
20220922DBOW1,1900-01-00 11:08:09,1900-01-00 11:13:59,1010.88
20220922DBOW2,1900-01-00 12:10:59,1900-01-00 12:16:03,1013.76
20220922DBOW3,1900-01-00 11:26:55,1900-01-00 11:32:01,1097.28
20220922DSCT1NS,1900-01-00 13:58:54,1900-01-00 14:04:02,495.4752
20220922DSCT1OW,1900-01-00 14:06:40,1900-01-00 14:12:03,718.848
20220922DSCT2NS,1900-01-00 12:58:22,1900-01-00 13:03:25,409.248
20220922DSCT2NS2,1900-01-00 13:10:52,1900-01-00 13:16:13,482.976
20220922DSCT2OW,1900-01-00 12:44:49,1900-01-00 12:54:08,2983.68
20220922DSCT3OW,1900-01-00 12:22:42,1900-01-00 12:27:53,656.64
20220922DSCT3OW2,1900-01-00 12:29:25,1900-01-00 12:34:39,520.704
20220922DSCT4OW,1900-01-00 13:20:29,1900-01-00 13:25:37,794.88
20220922DSCT4OW2,1900-01-00 13:29:06,1900-01-00 13:34:40,857.952
20220922EMC1NS,1900-01-00 09:18:15,1900-01-00 09:21:55,298.944
20220922EMC1OW,1900-01-00 09:10:26,1900-01-00 09:15:49,399.168
20220922EMC2NS,1900-01-00 09:24:46,1900-01-00 09:28:01,338.832
20220922EMC2OW,1900-01-00 08:56:27,1900-01-00 09:01:32,511.92
20220922EMC3NS,1900-01-00 09:31:27,1900-01-00 09:37:02,536.976
20220922EMC3OW,1900-01-00 08:42:04,1900-01-00 08:48:09,1114.56
20220922EMC4NS,1900-01-00 09:40:35,1900-01-00 09:47:45,748.224
20220922EMC4OW,1900-01-00 08:23:29,1900-01-00 08:33:03,1635.84
20220922GBC1NS,1900-01-00 10:33:28,1900-01-00 10:38:46,524.16
20220922GBC1OW,1900-01-00 10:25:03,1900-01-00 10:31:23,637.2
20220922GBC2NS,1900-01-00 10:42:02,1900-01-00 10:47:30,595.296
20220922GBC2OW,1900-01-00 10:10:17,1900-01-00 10:17:27,1105.92
20221006DBNS1,1900-01-00 13:39:39,1900-01-00 13:46:08,699.84
20221006DBNS2,1900-01-00 14:05:25,1900-01-00 14:09:40,402.624
20221006DBNS3,1900-01-00 13:51:59,1900-01-00 13:59:02,747.36
20221006DBOW1,1900-01-00 14:21:54,1900-01-00 14:27:51,1108.8
20221006DBOW2,1900-01-00 13:26:05,1900-01-00 13:31:30,999.36
20221006DBOW3,1900-01-00 14:12:30,1900-01-00 14:17:53,1137.6
20221006DSCT1NS,1900-01-00 10:33:45,1900-01-00 10:38:45,416.16
20221006DSCT1OW,1900-01-00 10:44:25,1900-01-00 10:50:24,687.024
20221006DSCT2NS,1900-01-00 11:13:33,1900-01-00 11:19:08,502.272
20221006DSCT2NS2,1900-01-00 11:27:34,1900-01-00 11:33:22,656.064
20221006DSCT2OW,1900-01-00 10:58:37,1900-01-00 11:09:09,2862.72
20221006DSCT3OW,1900-01-00 13:08:48,1900-01-00 13:12:54,671.04
20221006DSCT3OW2,1900-01-00 13:15:16,1900-01-00 13:19:00,682.56
20221006DSCT4OW,1900-01-00 11:40:44,1900-01-00 11:46:21,1131.84
20221006DSCT4OW2,1900-01-00 11:49:23,1900-01-00 11:55:19,898.416
20221006EMC1NS,1900-01-00 09:22:10,1900-01-00 09:27:43,374.976
20221006EMC1OW,1900-01-00 09:13:35,1900-01-00 09:18:37,552.96
20221006EMC2NS,1900-01-00 09:30:36,1900-01-00 09:35:12,423.936
20221006EMC2OW,1900-01-00 09:01:22,1900-01-00 09:06:52,685.44
20221006EMC3NS,1900-01-00 09:40:08,1900-01-00 09:48:11,740.88
20221006EMC3OW,1900-01-00 08:47:58,1900-01-00 08:55:11,1183.68
20221006EMC4NS,1900-01-00 09:57:08,1900-01-00 10:05:43,827.28
20221006EMC4OW,1900-01-00 08:30:43,1900-01-00 08:41:25,1751.04
20221006GBC1NS,1900-01-00 12:28:10,1900-01-00 12:35:49,815.616
20221006GBC1OW,1900-01-00 12:19:04,1900-01-00 12:24:20,872.64
20221006GBC2NS,1900-01-00 12:38:07,1900-01-00 12:45:32,739.584
20221006GBC2OW,1900-01-00 12:10:25,1900-01-00 12:15:40,1175.04
20221024DBNS1,1900-01-00 10:35:31,1900-01-00 10:40:35,682.56
20221024DBNS2,1900-01-00 10:09:43,1900-01-00 10:14:46,630.72
20221024DBNS3,1900-01-00 10:26:29,1900-01-00 10:31:31,680.4
20221024DBOW1,1900-01-00 10:00:58,1900-01-00 10:06:00,889.92
20221024DBOW2,1900-01-00 10:44:03,1900-01-00 10:49:20,967.68
20221024DBOW3,1900-01-00 10:18:11,1900-01-00 10:23:18,1022.4
20221024DSCT1NS,1900-01-00 13:19:08,1900-01-00 13:23:50,604.656
20221024DSCT1OW,1900-01-00 13:32:18,1900-01-00 13:36:56,453.6
20221024DSCT2NS,1900-01-00 11:36:38,1900-01-00 11:41:40,481.68
20221024DSCT2NS2,1900-01-00 11:45:09,1900-01-00 11:50:12,407.088
20221024DSCT2OW,1900-01-00 11:20:59,1900-01-00 11:33:49,2606.4
20221024DSCT3OW,1900-01-00 11:03:06,1900-01-00 11:08:07,665.28
20221024DSCT3OW2,1900-01-00 10:56:30,1900-01-00 11:00:52,441.504
20221024DSCT4OW,1900-01-00 11:54:47,1900-01-00 11:59:59,698.112
20221024DSCT4OW2,1900-01-00 12:02:09,1900-01-00 12:07:18,873.216
20221024GBC1NS,1900-01-00 12:36:42,1900-01-00 12:41:19,558.432
20221024GBC1OW,1900-01-00 12:29:18,1900-01-00 12:33:52,727.92
20221024GBC2NS,1900-01-00 12:45:50,1900-01-00 12:51:46,678.24
20221024GBC2OW,1900-01-00 12:22:20,1900-01-00 12:26:54,1062.72
20230508DBNS1,1899-12-30 14:09:29,1899-12-30 14:14:32,656.99424
20230508DBNS2,1899-12-30 14:26:24,1899-12-30 14:31:59,761.070816
20230508DBNS3,1899-12-30 11:21:17,1899-12-30 11:26:37,741.726864
20230508DBOW1,1899-12-30 14:18:11,1899-12-30 14:23:25,1065.06144
20230508DBOW2,1899-12-30 14:37:00,1899-12-30 14:42:03,1213.80192
20230508DBOW3,1899-12-30 11:29:33,1899-12-30 11:34:46,975.20832
20230508DSCT1NS,1899-12-30 15:02:59,1899-12-30 15:08:49,666.45288
20230508DSCT1OW,1899-12-30 15:12:12,1899-12-30 15:17:20,676.2204
20230508DSCT2NS,1899-12-30 10:29:44,1899-12-30 10:34:57,513.549504
20230508DSCT2NS2,1899-12-30 10:41:09,1899-12-30 10:47:01,428.925024
20230508DSCT2OW,1899-12-30 10:51:35,1899-12-30 10:58:22,2077.04736
20230508DSCT3OW,1899-12-30 11:02:42,1899-12-30 11:07:46,737.64288
20230508DSCT3OW2,1899-12-30 11:10:00,1899-12-30 11:15:20,790.277472
20230508DSCT4OW,1899-12-30 08:59:59,1899-12-30 09:07:16,846.22752
20230508DSCT4OW2,1899-12-30 09:10:18,1899-12-30 09:15:54,686.267136
20230508EMC1NS,1899-12-30 12:55:29,1899-12-30 12:59:03,277.579008
20230508EMC1OW,1899-12-30 12:46:32,1899-12-30 12:50:50,353.993328
20230508EMC2NS,1899-12-30 13:01:19,1899-12-30 13:05:49,295.60176
20230508EMC2OW,1899-12-30 12:37:54,1899-12-30 12:43:19,682.213536
20230508EMC3NS,1899-12-30 13:09:13,1899-12-30 13:15:45,576.316224
20230508EMC3OW,1899-12-30 12:29:00,1899-12-30 12:35:03,1226.93184
20230508EMC4NS,1899-12-30 13:36:52,1899-12-30 13:46:51,822.71808
20230508EMC4OW,1899-12-30 12:14:44,1899-12-30 12:26:00,2146.20192
